player_name,CT_list,lowest_price,second_lowest_price,lowest_to_second_ratio,price_gap,lowest_seller,lowest_title,lowest_item_web_url,lowest_item_id,second_seller,second_title,second_item_web_url,second_item_id
Myles Straw,Sandglitter,1.84,1.99,0.924623,0.15,pskell02,2025 Topps Update Myles Straw #US340 Sandglitter,,,diamond.27,MYLES STRAW Sandglitter 2025 Topps Update US340 Toronto Blue Jays,,
Ryan Pressly,Base Rainbow,1.84,1.99,0.924623,0.15,pskell02,2025 Topps Update Ryan Pressly #US46 Rainbow Foil,,,wny_hobbyclub,2025 Topps Update Ryan Pressly Rainbow Foil,,
Travis d'Arnaud,Base Rainbow,1.84,1.99,0.924623,0.15,ericscardsii,Travis d'Arnaud 2025 Topps Update Rainbow Foil #US33 Los Angeles Angels,,,99sportscards,2025 Topps Update #US33 Travis d'Arnaud Rainbow Foil,,
Hayden Senger,Base Rainbow,1.6,1.73,0.924855,0.13,austins_collectibles,2025 Topps Update #US126 Hayden Senger Rookie Card RC Rainbow Foil New York Mets,,,cardboard.addict_585,2025 Topps Update #US126 Hayden Senger Rainbow Foil,,
Jeff Hoffman,Gold 50,12.34,13.34,0.925037,1.0,johnny_ford_cards,2025 Topps Update Gold Foil Jeff Hoffman 41/50 #US9,,,rkchasingvb,2025 Topps Update #US9 Jeff Hoffman Gold Rainbow Foil #/50,,
Austin Kitchen,Orange 25,15.09,16.31,0.925199,1.22,midtnbreaks1,2025 Topps Update Austin Kitchen Orange Holo Foil /25 (RC) #US320,,,trulyhonesttraders,Austin Kitchen 2025 Topps Update Orange Holo Foil /25 Mariners #US320,,
Alex Verdugo,nan,0.99,1.07,0.925234,0.08,kingbeerus,2025 Topps Update Series Baseball Alex Verdugo #US4 Atlanta Braves,,,toxnurb,2025 Topps Update ALEX VERDUGO #US4 Holo Foil Atlanta Braves,,
Grant Koch,Gold 2025,2.48,2.68,0.925373,0.2,cardsbyjack,2025 Topps Update GRANT KOCH Gold Parallel Pittsburgh Pirates RC # /2025,,,billybaseball,"2025 Topps Update Grant Koch Gold #US28 SN,RC Rookie #/2025 Pittsburgh Pirates",,
José Fermin,Blue Rainbow,5.09,5.5,0.925455,0.41,dw_2005,2025 Topps Update - Jose Fermin #US338 Blue Rainbow Foil /150,,,x2jzka,2025 Topps Update - Jose Fermin #US338 - Blue /150 (RC),,
Ryan Rolison,Gold 2025,2.24,2.42,0.92562,0.18,basment_dweller_cards,2025 Topps Update Series - Ryan Rolison #US124 Gold /2025 (RC) Colorado Rockies,,,goldcrowncards,2025 Topps Update Ryan Rolison Gold #/2025 #US124 Colorado Rockies,,
Elly De La Cruz,Black Gold,2.49,2.69,0.925651,0.2,melfmak88,2025 Topps Update #BG-17 Elly De La Cruz Black and Gold Insert Cincinatti Reds,,,arthurscardsandcollectibles,2025 Topps Update - Topps Black Gold #BG-17 Elly De La Cruz,,
Logan VanWey,Blue Rainbow,7.85,8.48,0.925708,0.63,hubbyscardswifeysmoney,2025 Topps Update Blue Ray Wave Logan Vanwey /150 (RC),,,crimsoncloakcollectibles,2025 Topps Update #US117 Logan VanWey Rookie Blue Rainbow Foil #/150 RC,,
J.C. Escarra,Gold 2025,3.99,4.31,0.925754,0.32,jenscards22,2025 Topps Update J.C. Escarra Gold RC /2025 New York Yankees US96,,,mostarcollectibles,2025 Topps Update Baseball - J.C. Escarra Rookie #US96 (Gold Border /2025),,
Donovan Solano,Blue Rainbow,4.49,4.85,0.925773,0.36,orioles98,2025 Topps Update HOLOFOIL BLUE /150 Donovan Solano #US381 - Seattle Mariners,,,arrc-cards,Donovan Solano /150 Blue Holo - 2025 Topps Update Series #US281 Seattle Mariners,,
Jake Burger,Green Foil,11.99,12.95,0.925869,0.96,arthurscardsandcollectibles,2025 Topps Update #US98 Jake Burger Green Holo Foil #/99,,,petaj43512,2025 Topps Update JAKE BURGER Green Foil #06/99 TEXAS RANGERS US98,,
Austin Wynns,Diamante,1.75,1.89,0.925926,0.14,nra9191,2025 Topps Update  AUSTIN WYNNS  Diamante Foil  #US330,,,acts_of_insanity,2025 Topps Update AUSTIN WYNNS Diamante Foil #US330 NM Free Shipping,,
Francisco Lindor,Night Terrors,1.75,1.89,0.925926,0.14,rjvec,2025 Topps Update Night Terrors #NT18 Francisco Lindor New York Mets,,,firegirlbear1,2025 Topps Update - Night Terrors #NT-18 Francisco Lindor,,
Nolan Jones,Diamante,1.75,1.89,0.925926,0.14,pnw-406cardcollecting,Nolan Jones Diamante Foil 2025 Topps Update Series #US341 Cleveland Guardians,,,acts_of_insanity,2025 Topps Update Diamante Foil #US341 Nolan Jones NM Free Shipping,,
Joc Pederson,nan,1.25,1.35,0.925926,0.1,generalbentleytrading,2025 Topps Update Series #US125 Joc Pederson,,,firegirlbear1,2025 Topps Update #US125 Joc Pederson,,
Jake Burger,nan,1.39,1.5,0.926667,0.11,firehousesportzcardz,2025 Topps Update #US98 Jake Burger,,,per_6268,2025 Topps Update Series - Jake Burger #US98 Holiday,,
Nathaniel Lowe,Independence Day 76,9.95,10.73,0.927307,0.78,dugout21f,2025 Topps Update Independence Day #US230 Nathaniel Lowe /76 - NM-MT,,,delli-steve,2025 TOPPS UPDATE NATHANIEL LOWE 44/76 INDEPENDENCE DAY #US230 NATIONALS,,
Bryan De La Cruz,Holiday Jackolantern,2.95,3.18,0.927673,0.23,dmills1985,BRYAN DE LA CRUZ 2025 Topps Update Halloween Jack O'Lantern #US234 YANKEES,,,rmjem-7,2025 Topps Update Bryan De La Cruz Holiday Jack O Lantern SP 🔥 Yankees #US234,,
Gerson Garabito,Gold 2025,2.31,2.49,0.927711,0.18,kellyskards1768,2025 Topps Update RC Gold US249 Rookie Gerson Garabito 0047/2025 Rangers,,,jaken434,2025 Topps Update Series - Gerson Garabito #US249 Gold /2025 (RC),,
Ryan Gusto,Sandglitter,2.32,2.5,0.928,0.18,mint10market,2025 Topps Update Ryan Gusto #US292 Sandglitter Rookie Houston Astros,,,tldecker77,2025 Topps Update Houston Astros Ryan Gusto(RC) Sandglitter #US292,,
Alan Roden,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US251 Alan Roden,,,firehousesportzcardz,2025 Topps Update #US251 Alan Roden,,
Blake Treinen,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US133 Blake Treinen,,,handkcollectibles,2025 Topps Update Series - Blake Treinen #US133,,
Brad Lord,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US39 Brad Lord,,,firehousesportzcardz,2025 Topps Update #US39 Brad Lord,,
Brady Singer,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US344 Brady Singer,,,firehousesportzcardz,2025 Topps Update #US344 Brady Singer,,
Brett Baty,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US155 Brett Baty,,,firehousesportzcardz,2025 Topps Update #US155 Brett Baty,,
Carlos Estévez,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US237 Carlos Estévez,,,firehousesportzcardz,2025 Topps Update #US237 Carlos Estévez,,
Carlos Santana,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US148 Carlos Santana,,,firehousesportzcardz,2025 Topps Update #US148 Carlos Santana,,
Carson McCusker,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US279 Carson McCusker,,,firehousesportzcardz,2025 Topps Update #US279 Carson McCusker,,
Chase Shugart,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US47 Chase Shugart BUY2GET1 CODE: JWKFAN25,,,handkcollectibles,2025 Topps Update Series - Chase Shugart #US47 (RC),,
Cole Henry,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US186 Cole Henry,,,handkcollectibles,2025 Topps Update Series - Cole Henry #US186 (RC),,
Connor Joe,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US58 Connor Joe,,,firehousesportzcardz,2025 Topps Update #US58 Connor Joe,,
Denzel Clarke,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US14 Denzel Clarke BUY2GET1 CODE: JWKFAN25,,,handkcollectibles,2025 Topps Update Series - Denzel Clarke #US14 (RC),,
Dylan Crews,nan,1.29,1.39,0.928058,0.1,michaeljames44,2025 Topps Update Series Rookie Debut Dylan Crews US223 [Base],,,firehousesportzcardz,2025 Topps Update #US223 Dylan Crews,,
Eric Haase,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US30 Eric Haase,,,firehousesportzcardz,2025 Topps Update #US30 Eric Haase,,
Eric Orze,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US212 Eric Orze,,,firehousesportzcardz,2025 Topps Update #US212 Eric Orze,,
Evan Sisk,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US176 Evan Sisk,,,dkbbl8,2025 Topps Update #US176 Evan Sisk Rookie Kansas City Royals,,
Gabriel Arias,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US206 Gabriel Arias,,,firehousesportzcardz,2025 Topps Update #US206 Gabriel Arias,,
Gerson Garabito,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US249 Gerson Garabito,,,dkbbl8,2025 Topps Update #US249 Gerson Garabito Rookie Texas Rangers,,
Jackson Jobe,nan,1.29,1.39,0.928058,0.1,acts_of_insanity,Jackson Jobe #US193 Rookie Debut RD RC 2025 Topps Update Series NM Free Shipping,,,handkcollectibles,2025 Topps Update Series - Rookie Debut Jackson Jobe #US193 (RC),,
Johnathan Rodríguez,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US142 Johnathan Rodríguez,,,firehousesportzcardz,2025 Topps Update #US142 Johnathan Rodríguez,,
Jose Trevino,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US13 Jose Trevino,,,firehousesportzcardz,2025 Topps Update #US13 Jose Trevino,,
Kevin Alcántara,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US128 Kevin Alcántara,,,firehousesportzcardz,2025 Topps Update #US128 Kevin Alcántara,,
Kyren Paris,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US15 Kyren Paris,,,firehousesportzcardz,2025 Topps Update #US15 Kyren Paris,,
Logan VanWey,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US117 Logan VanWey,,,firehousesportzcardz,2025 Topps Update #US117 Logan VanWey,,
Luis Urías,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US334 Luis Urías,,,firehousesportzcardz,2025 Topps Update #US334 Luis Urías,,
Luken Baker,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US153 Luken Baker BUY2GET1 CODE: JWKFAN25,,,firehousesportzcardz,2025 Topps Update #US153 Luken Baker,,
Marc Church,nan,1.29,1.39,0.928058,0.1,dkbbl8,2025 Topps Update #US227 Marc Church Rookie Texas Rangers,,,junkwaxkids,2025 Topps Update #US227 Marc Church,,
Matthew Liberatore,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US185 Matthew Liberatore,,,firehousesportzcardz,2025 Topps Update #US185 Matthew Liberatore,,
Maverick Handley,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US274 Maverick Handley,,,dkbbl8,2025 Topps Update #US274 Maverick Handley Rookie Baltimore Orioles,,
Max Lazar,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US194 Max Lazar,,,handkcollectibles,2025 Topps Update Series - Max Lazar #US194 (RC),,
Michael Lorenzen,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US222 Michael Lorenzen BUY2GET1 CODE: JWKFAN25,,,firehousesportzcardz,2025 Topps Update #US222 Michael Lorenzen,,
Mike Tauchman,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US43 Mike Tauchman BUY2GET1 CODE: JWKFAN25,,,firehousesportzcardz,2025 Topps Update #US43 Mike Tauchman Holiday,,
Myles Straw,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US340 Myles Straw BUY2GET1 CODE: JWKFAN25,,,handkcollectibles,2025 Topps Update Series - Myles Straw #US340,,
Nathan Wiles,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US216 Nathan Wiles,,,firehousesportzcardz,2025 Topps Update #US216 Nathan Wiles,,
Nolan Jones,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US341 Nolan Jones,,,firehousesportzcardz,2025 Topps Update #US341 Nolan Jones,,
Oliver Dunn,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US169 Oliver Dunn,,,firehousesportzcardz,2025 Topps Update #US169 Oliver Dunn,,
Rafael Marchán,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US289 Rafael Marchán,,,firehousesportzcardz,2025 Topps Update #US289 Rafael Marchán,,
Randy Rodríguez,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US240 Randy Rodríguez BUY2GET1 CODE: JWKFAN25,,,firehousesportzcardz,2025 Topps Update #US240 Randy Rodríguez,,
Ryan Fitzgerald,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US308 Ryan Fitzgerald,,,firehousesportzcardz,2025 Topps Update #US308 Ryan Fitzgerald,,
Ryan Zeferjahn,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US324 Ryan Zeferjahn BUY2GET1 CODE: JWKFAN25,,,handkcollectibles,2025 Topps Update Series - Ryan Zeferjahn #US324 (RC),,
Spencer Schwellenbach,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US327 Spencer Schwellenbach,,,firehousesportzcardz,2025 Topps Update #US327 Spencer Schwellenbach,,
Tim Tawa,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US287 Tim Tawa BUY2GET1 CODE: JWKFAN25,,,firehousesportzcardz,2025 Topps Update #US287 Tim Tawa,,
Tommy Pham,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US266 Tommy Pham,,,firehousesportzcardz,2025 Topps Update #US266 Tommy Pham,,
Travis d'Arnaud,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US33 Travis d'Arnaud BUY2GET1 CODE: JWKFAN25,,,handkcollectibles,2025 Topps Update Series - Travis d'Arnaud #US33,,
Trenton Brooks,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US78 Trenton Brooks BUY2GET1 CODE: JWKFAN25,,,handkcollectibles,2025 Topps Update Series - Trenton Brooks #US78 (RC),,
Tyler Freeman,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US303 Tyler Freeman BUY2GET1 CODE: JWKFAN25,,,firehousesportzcardz,2025 Topps Update #US303 Tyler Freeman,,
Tyler Owens,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US247 Tyler Owens,,,firehousesportzcardz,2025 Topps Update #US247 Tyler Owens,,
Walker Buehler,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US103 Walker Buehler,,,firehousesportzcardz,2025 Topps Update #US103 Walker Buehler,,
Zebby Matthews,nan,1.29,1.39,0.928058,0.1,junkwaxkids,2025 Topps Update #US37 Zebby Matthews,,,firehousesportzcardz,2025 Topps Update #US37 Zebby Matthews,,
Yohel Pozo,Sandglitter,2.49,2.68,0.929104,0.19,crainscards,2025 Topps Update Yohel Pozo #US120 Holo Foil Silver Sand Glitter Cardinals Card,,,jamspulls,2025 Topps Update- Yohel Pozo - Sand Glitter Parallel,,
Christian Yelich / Jackson Chourio,Gold 2025,3.95,4.25,0.929412,0.3,rocklatex,Jackson Chourio 2025 Topps Update Gold #US233 (w/Christian Yelich) TC #/2025,,,garygunner,2025 Topps Update Gold #US233 Christian Yelich Jackson Chourio Serial #1850/2025,,
Cody Bellinger,Purple Rainbow,3.83,4.12,0.929612,0.29,2ndtonone78,2025 Topps Update #US50 CODY BELLINGER Purple Rainbow Foil /250,,,aarondsm,2025 Topps Update Cody Bellinger Purple Foil /250 #US50 Yankees,,
Alan Roden,Diamante,1.85,1.99,0.929648,0.14,nra9191,2025 Topps Update  ALAN RODEN  RC  Diamante Foil  #US251,,,traneofthought,Alan Roden 2025 Topps Update #US251 Diamante Foil Rookie,,
James Meeker,Base Rainbow,1.85,1.99,0.929648,0.14,nra9191,2025 Topps Update  JAMES MEEKER  RC  Rainbow Foil #US326,,,oceancardsandcollectables,2025 Topps Update Rainbow Foil #US326 James Meeker Milwaukee Brewers RC,,
Justin Turner,Diamante,1.85,1.99,0.929648,0.14,nra9191,2025 Topps Update  JUSTIN TURNER  Diamante Foil  #US27,,,jemclau5287,2025 Topps Update Series - Justin Turner #US27 Diamante Foil,,
Isaac Paredes,Gold 50,19.99,21.49,0.9302,1.5,cobrascards,2025 Topps Update Isaac Paredes Gold Wave Parallel 17/50 Houston Astros,,,tomscards14,2025 Topps Update #US195 Isaac Paredes Gold Rainbow Foil #/50,,
Nathaniel Lowe,Diamante,2.03,2.18,0.931193,0.15,tommypgoods,2025 Topps Update Series - Diamante Foil #US230 Nathaniel Lowe (Nationals),,,brushing23,Nathaniel Lowe 2025 Topps Update -  US230 - Pink Diamante Foil - Nationals,,
Josh Naylor,nan,1.5,1.61,0.931677,0.11,jos-762161,2025 Topps Update Series - Josh Naylor #US110 Holiday,,,vladtheinhaler,2025 Topps Update Josh Naylor #US110 Arizona Diamondbacks,,
Tyler Tolbert,Green Foil,25.99,27.89,0.931875,1.9,joshthe816collector,2025 Topps Update Tyler Tolbert RC #US60 Green Foil Auto # 93/99 Royals Rookie,,,bob1981,2025 TOPPS UPDATE GREEN FOIL 26/99 TYLER TOLBERT AUTO ASTROS,,
Fernando Tatis Jr.,Purple Rainbow,6.98,7.49,0.931909,0.51,tri-statetoploaders,2025 Topps Update #US217 Fernando Tatis Jr. Purple Rainbow Foil #/250,,,maxtastic10,2025 Topps Update Fabulous First Fernando Tatis Jr Purple Holofoil #/250 Padres,,
Ryan Johnson,Diamante,2.19,2.35,0.931915,0.16,traneofthought,Ryan Johnson 2025 Topps Update #US121 Diamante Foil Rookie,,,ppgshader,2025 Topps Update Ryan Johnson Diamante Foil RC Los Angeles Angels #US121,,
Steven Matz,Purple Rainbow,2.74,2.94,0.931973,0.2,glaciercardbreaks,2025 Topps Update Steven Matz #US35 Purple Holo Foilboard 203/250 Cardinals,,,crimsoncloakcollectibles,2025 Topps Update #US35 Steven Matz Purple Rainbow Foil #/250,,
Luis Guerrero,Blue Rainbow,4.95,5.31,0.932203,0.36,dc24,2025 Topps Update LUIS GUERRERO RC #/150 BLUE RAINBOW FOIL #US36 Red Sox Rookie,,,mostarcollectibles,2025 Topps Update Baseball - Luis Guerrero Rookie #US36 (Blue Foil /150),,
Kyle Hendricks,Gold 2025,2.75,2.95,0.932203,0.2,walt-9347,2025 Topps Update Kyle Hendricks US136 Gold /2025 Angels,,,ericscardsii,Kyle Hendricks 2025 Topps Update Gold /2025 #US136 Los Angeles Angels,,
Anthony Banda,nan,1.39,1.49,0.932886,0.1,firehousesportzcardz,2025 Topps Update #US132 Anthony Banda,,,john.reynolds723,2025 Topps Update #US132 Anthony Banda,,
Ben Rice,nan,1.39,1.49,0.932886,0.1,firehousesportzcardz,2025 Topps Update #US25 Ben Rice,,,ledsimpson,2025 Topps Update Ben Rice US25 New York Yankees Rookie,,
Carson Palmquist,nan,1.39,1.49,0.932886,0.1,handkcollectibles,2025 Topps Update Series - Carson Palmquist #US321 (RC),,,hamiltoncardshop,2025 Topps Update Series - Carson Palmquist #US321 Holofoil (RC),,
Coby Mayo,nan,1.39,1.49,0.932886,0.1,firehousesportzcardz,2025 Topps Update #US282 Coby Mayo,,,azaky_63,2025 Topps Update Series - Rookie Debut Coby Mayo #US282 (RC),,
J.C. Escarra,nan,1.39,1.49,0.932886,0.1,junkwaxkids,2025 Topps Update #US96 J.C. Escarra,,,magic_pin_keepers,2025 Topps Update #US96 J.C. Escarra,,
Mark Leiter Jr.,nan,1.39,1.49,0.932886,0.1,firehousesportzcardz,2025 Topps Update #US173 Mark Leiter Jr.,,,john.reynolds723,2025 Topps Update Series Base Mark Leiter Jr. New York Yankees #US173,,
Miguel Rojas,nan,1.39,1.49,0.932886,0.1,junkwaxkids,2025 Topps Update #US166 Miguel Rojas,,,john.reynolds723,2025 Topps Update Series Base Miguel Rojas Los Angeles Dodgers #US166,,
Nic Enright,Base Rainbow,1.39,1.49,0.932886,0.1,michaeljames44,2025 Topps Update Series Nic Enright #US67 Rainbow Foil,,,krgan313,2025 Topps Update Series - Nic Enright #US67 Rainbow Foil (RC),,
Noah Murdock,nan,1.39,1.49,0.932886,0.1,junkwaxkids,2025 Topps Update #US134 Noah Murdock,,,phoeniciantrading,2025 Topps Update #US134 Noah Murdock,,
Paxton Schultz,nan,1.39,1.49,0.932886,0.1,gls_tcgsports0713,2025 Topps Update - #US350 Paxton Schultz (RC),,,dkbbl8,2025 Topps Update #US350 Paxton Schultz Rookie Toronto Blue Jays,,
Tim Elko,nan,1.39,1.49,0.932886,0.1,junkwaxkids,2025 Topps Update #US224 Tim Elko,,,aus-158089,2025 Topps Update #US224 Tim Elko,,
Zach Agnos,Base Rainbow,2.09,2.24,0.933036,0.15,mikeocardshop,2025 Topps Update Rainbow Foil Zach Agnos RC Colorado Rockies #US31,,,18chuck20,2025 Topps Update Rainbow Foil Zach Agnos RC #US31,,
Omar Cruz,Sandglitter,2.24,2.4,0.933333,0.16,tldecker77,2025 Topps Update San Diego Padres Omar Cruz(RC) Sandglitter #US90,,,joshelibby,Omar Cruz 2025 Topps Update Series US90 Sand Glitter,,
Steven Matz,Orange Black,2.24,2.4,0.933333,0.16,321comics,2025 Topps Update Series Steven Matz US35 Holiday Orange and Black Foil,,,sportscards219,2025 Topps Update Series Steven Matz Holiday Foil Black & Orange,,
Nathan Wiles,Sandglitter,1.4,1.5,0.933333,0.1,cardknocks_trading_cards,2025 Topps Update #US216 Nathan Wiles Sandglitter,,,per_6268,2025 Topps Update Series - Nathan Wiles #US216 Sandglitter (RC),,
José Fermin,Gold 2025,2.98,3.19,0.934169,0.21,crows_cards,2025 Topps Update Jose Fermin Los Angeles Angels #US338 Gold /2025 (RC),,,uknowwhoitis,José Fermin 2025 Topps Update Rookie Gold /2025 #US338,,
Lake Bachar,Green Foil,6.4,6.85,0.934307,0.45,comc_consignment,2025 Topps Update Green Rainbow Foil /99 Lake Bachar #US158 w5p,,,2ndtonone78,2025 Topps Update #US158 LAKE BACHAR RC Green Rainbow Foil 99/99,,
Dominic Canzone,Gold 2025,2.99,3.2,0.934375,0.21,stank-88,2025 Topps Update Gold Parallel Dominic Canzone #US56 1655/2025,,,davi-capit,Dominic Canzone 2025 Topps Update Series #US56 Gold.  Seattle Mariners #’d/2025,,
Devin Williams,Base Rainbow,1.86,1.99,0.934673,0.13,infinityartmedia,DEVIN WILLIAMS—2025 Topps Update Series Rainbow Foil #US178,,,99sportscards,2025 Topps Update #US178 Devin Williams Rainbow Foil,,
Logan Davidson,Sandglitter,1.86,1.99,0.934673,0.13,infinityartmedia,LOGAN DAVIDSON—2025 Topps Update Series Sandglitter #US213—ROOKIE CARD,,,jos-762161,2025 Topps Update Series Logan Davidson Rookie Sandglitter Foil #US213,,
Michael McGreevy,Sandglitter,1.86,1.99,0.934673,0.13,infinityartmedia,MICHAEL McGREEVY—2025 Topps Update Series Sandglitter #US60—ROOKIE CARD,,,pnw-406cardcollecting,Michael Mcgreevy Sandglitter Foil Rookie 2025 Topps Update Card #US60 Cardinals,,
Martín Maldonado,Diamante,2.76,2.95,0.935593,0.19,hulkmaster_5,2025 Topps Update #US76 Martín Maldonado Diamante Foil,,,badgerstatecardsandthings,2025 Topps Update Martín Maldonado Diamante Foil San Diego Padres US76,,
Dylan Crews,Purple Rainbow,7.99,8.54,0.935597,0.55,jmatey13,Dylan Crews Rookie Debut 2025 Topps Update #US223 Purple Holo Foil /250,,,dnyikos13,2025 Topps Update Purple Rainbow Foil #US223 Dylan Crews #112/250 Nationals,,
Curtis Mead,Purple Rainbow,2.5,2.67,0.93633,0.17,iron_patriots_sportscardsandcollectibles,2025 Topps Update Curtis Mead US41 Purple Foil  166/250 - Rays,,,josnic-9149,2025 Topps Update Curtis Mead Purple Foil /250 #US41 Rays,,
Matt Svanson,Purple Rainbow,3.98,4.25,0.936471,0.27,just1ncredible2,2025 Topps Update MATT SVANSON PURPLE Foil Parallel /250 Cardinals RC,,,cards-wheels-more,2025 Topps Update Series - Matt Svanson Purple Foil /250 (RC) St. Louis Cardinal,,
Bryce Harper,1990,1.49,1.59,0.937107,0.1,jefmey2,2025 Topps Update Series Bryce Harper 1990 Topps Baseball Holofoil #U90-15,,,grizzo187,2025 Topps Update Series Bryce Harper 1990 Baseball #U90-15,,
Garrett McDaniels,nan,1.49,1.59,0.937107,0.1,phoeniciantrading,2025 Topps Update #US17 Garrett McDaniels,,,steelcitygaragesale,2025 Topps Update GARRETT MCDANIELS #US17 Los Angeles Angels Rookie RC,,
Jacob Wilson,All Star Game,1.49,1.59,0.937107,0.1,josnic-9149,2025 Topps Update Series - 2025 All-Star Game Jacob Wilson #ASG-11 (RC),,,acts_of_insanity,2025 Topps Update Series All-Star Game Jacob Wilson #ASG-11 RC NM Free Shipping,,
Brett Baty,Vintage 99,13.59,14.5,0.937241,0.91,dw_2005,2025 Topps Update - Brett Baty #US155 Vintage Stock /99,,,duvalshop_15,2025 Topps Update - Brett Baty #US155 Vintage Stock /99,,
Brooks Lee,Gold 2025,3.75,4.0,0.9375,0.25,joe_baggs_collects,Brooks Lee 2025 Topps Update  Gold Border /2025 #US243 RC Rookie Debut Twins,,,mad2_5255,2025 Topps Update - Brooks Lee - Gold Parallel  /2025 Rookie Logo,,
Aaron Judge,1990,1.5,1.6,0.9375,0.1,marcgvas_1,2025 Topps Update Aaron Judge 35th Anniversary Insert Yankees EXNM,,,bowmanbargainbin,2025 Topps Update Series - 1990 Topps Baseball Aaron Judge #U90-30,,
Michael Lorenzen,Diamante,1.5,1.6,0.9375,0.1,josper_222,2025 Topps Update Series - Michael Lorenzen #US222 Diamante Foil,,,marcgvas_1,2025 Topps Update #US222 Michael Lorenzen Diamante Foil Nmmt,,
Daniel Robert,Sandglitter,1.99,2.12,0.938679,0.13,pet_that_goat,2025 Topps Update - Sandglitter - #US304 Daniel Robert - RC - Texas Rangers,,,brooksone23,2025 Topps Update Series Daniel Robert Sandglitter Parallel Card # US304,,
Eric Haase,Gold 2025,2.45,2.61,0.938697,0.16,arrc-cards,Eric Haase /2025 Gold - 2025 Topps Update #US30 Milwaukee Brewers,,,bolcecards,2025 Topps Update ERIC HAASE GOLD /2025 #US30 MILWAUKEE BREWERS,,
Brett Baty,Holiday Ghost,5.99,6.38,0.938871,0.39,mcucinella,2025 Topps Update Series Brett Baty Holiday Ghost Parallel #US155,,,openmeadowcollectables-2,"2025 Topps Update Series Holiday Ghost #US155, Brett Baty",,
Nick Allen,Independence Day 76,24.41,25.99,0.939207,1.58,benspackattack,2025 Topps Update Nick Allen Independence Day /76 US106 RC – Braves 🔥,,,samurai-ty,2025 Topps Update Nick Allen Independence Day /76 #US106 Atlanta Braves,,
Maverick Handley,Gold 2025,2.48,2.64,0.939394,0.16,norf-6217,2025 Topps Update Maverick Handley #US274 Gold #/2025 RC,,,todd44todd,Maverick Handley Rookie RC 2025 Topps Update #US274 Gold Border /2025 Orioles,,
