seller_username,title,all_in_price,CT_list,player_guess
jakpi20,2025 Topps Update Justin Sterner #US252 Rookie Card Athletics,1.99,,Justin Sterner
micsle496,Justin Sterner 2025 Topps Update Pink Diamante Foil #U252,3.99,Diamante,Justin Sterner
kegall-87,Justin Sterner 2025 Topps Update #US252 Athletics RC,1.75,,Justin Sterner
generalbentleytrading,2025 Topps Update Series #US252 Justin Sterner (RC),1.49,,Justin Sterner
sportscarddock,2025 Topps Update Series - Justin Sterner #US252 (RC),1.69,,Justin Sterner
jts_fieldofcards,2025 Topps Update✨Diamante Foil✨#US252 Justin Sterner (RC) Athletics,1.99,Diamante,Justin Sterner
caughtupintheskycards,2025 Topps Update Justin Sterner RC Purple Foil #010/250 Athletics,8.75,Purple Rainbow,Justin Sterner
rycosportscards_1,2025 Topps Update #US252 Justin Sterner RC,2.35,,Justin Sterner
kjscardcollectibles,Justin Sterner 2025 Topps Update RC #US252,1.79,,Justin Sterner
99sportscards,2025 Topps Update #US252 Justin Sterner Holiday,1.99,,Justin Sterner
pskell02,2025 Topps Update Justin Sterner #US252,1.84,,Justin Sterner
niweb7358,"2025 Topps UPDATE Baseball US252 Justin Sterner, Athletics RC",1.75,,Justin Sterner
slammer1981,2025 Topps Update Series - #US252 Justin Sterner (RC),1.84,,Justin Sterner
hbggaming,2025 Topps Update - #US252 Justin Sterner RC Value Box Holiday Foil - Athletics,2.97,,Justin Sterner
comc_consignment,2025 Topps Update Topps Foil Pattern Justin Sterner #US252 1i0l,5.53,,Justin Sterner
mikeocardshop,2025 Topps Update Gold Parallel Justin Sterner RC 1744/2025 Athletics #US252,4.99,Gold 2025,Justin Sterner
athlete_archive,2025 Topps Update Justin Sterner RC #US252 Oakland Athletics Rookie Card,2.59,,Justin Sterner
awtradingcards_7,2025 Topps Update #US252 Justin Sterner RC,2.16,,Justin Sterner
drummermattk_tcg,2025 Topps Update RC #US252 Justin Sterner,1.99,,Justin Sterner
bbcardssrqllc,2025 Topps Update #US252 Justin Sterner,2.0,,Justin Sterner
dingusunchained,2025 Topps Update Justin Sterner Rookie Athletics #US252,1.79,,Justin Sterner
acrowsfeast,2025 Topps Update Base #US252 Justin Sterner RC Oakland A's Athletics,1.99,,Justin Sterner
johnam83,2025 Topps Update Diamante Foil #US252 Justin Sterner (RC) Athletics Baseball ⚾️,3.47,Diamante,Justin Sterner
livb-30,Justin Sterner 2025 Topps Update Pink Diamante Foil #U252,3.31,Diamante,Justin Sterner
diamond.27,Justin Sterner RC 2025 Topps Update US252 Athletics,1.99,,Justin Sterner
jts_fieldofcards,2025 Topps Update✨Holiday Holo Foil✨#US252 Justin Sterner (RC) Athletics,2.7,,Justin Sterner
doghousecards27,2025 Topps Update #US252 Justin Sterner Vintage Stock #/99,16.0,Vintage 99,Justin Sterner
retroworldbreaks,2025 Topps Update Series - Justin Sterner #US252 Sandglitter (RC),4.31,Sandglitter,Justin Sterner
qrcollectables,2025 Topps Update Baseball #US252 Justin Sterner Athletics Rookie,1.98,,Justin Sterner
jimscollectabled,2025 Topps Update #US252 Justin Sterner Rainbow Foil,2.19,Base Rainbow,Justin Sterner
brother_jd,2025 Topps Update Series - Justin Sterner #US252 Holiday (RC),2.15,,Justin Sterner
2ndtonone78,2025 Topps Update #US252 JUSTIN STERNER RC Sandglitter BUY ANY 2 GET 1 FREE,2.33,Sandglitter,Justin Sterner
pnw-406cardcollecting,Justin Sterner Diamante Foil Rookie RC 2025 Topps Update Card #US252 Athletics,1.99,Diamante,Justin Sterner
longo_45,2025 Topps Update Sandglitter Justin Sterner RC Athletics #US252,4.49,Sandglitter,Justin Sterner
comebackcollectibles,2025 Topps Update Series - Justin Sterner US252 - Rookie - Athletics,1.99,,Justin Sterner
hbggaming,2025 Topps Update Series • #US252 Justin Sterner RC • Athletics,1.69,,Justin Sterner
dkbbl8,2025 Topps Update #US252 Justin Sterner Rookie Athletics,1.69,,Justin Sterner
easternctsportscards,Justin Sterner 2025 Topps Update #US252 RC Athletics,2.79,,Justin Sterner
pskell02,2025 Topps Update Justin Sterner #US252,1.84,,Justin Sterner
dkbbl8,2025 Topps Update #US252 Justin Sterner Rookie Athletics,1.49,,Justin Sterner
oceancardsandcollectables,"2025 Topps Update Blue Rainbow Foil #US252 Justin Sterner Athletics 049/150,RC",9.99,Blue Rainbow,Justin Sterner
thehawk8,2025 Topps Update Series - Justin Sterner #US252 (RC) /2025,1.99,,Justin Sterner
jojbreak,2025 Topps Update #US252 Justin Sterner Athletics Rookie Card RC,1.79,,Justin Sterner
bucsco78_1,2025 Topps Update Series JUSTIN STERNER Rainbow Foil RC #US252,2.88,Base Rainbow,Justin Sterner
katertot1372,2025 Topps Update US252 Justin Sterner (RC) Athletics,2.25,,Justin Sterner
junkwaxkids,2025 Topps Update #US252 Justin Sterner BUY2GET1 CODE: JWKFAN25,1.29,,Justin Sterner
happyyouniverse,2025 Topps Update Series - Justin Sterner #US252 (RC),2.18,,Justin Sterner
magic_pin_keepers,2025 Topps Update #US252 Justin Sterner,1.49,,Justin Sterner
oceancardsandcollectables,2025 Topps Update #US252 Justin Sterner Oakland Athletics RC,1.69,,Justin Sterner
tonyssportscards,"2025 Topps Update Parallels, Inserts, Foil, Numbered, Rainbow, ASG, 1990 Chrome",3.49,"Chrome, Base Rainbow, 1990",
spauldingcards,2025 Topps Update Series #US252 Justin Sterner - RC,1.95,,Justin Sterner
cardsfromdave,2025 Topps Update #US252 Justin Sterner Black Orange Holiday Foil RC Athletics,2.98,Orange Black,Justin Sterner
dkbbl8,2025 Topps Update #US252 Justin Sterner Rookie Athletics,1.49,,Justin Sterner
dw_2005,2025 Topps Update Series - Justin Sterner #US252 HoloFoil  (RC),2.46,,Justin Sterner
jemclau5287,2025 Topps Update Justin Sterner (RC) #US252 Athletics,1.99,,Justin Sterner
jts_fieldofcards,2025 Topps Update Series #US252 Justin Sterner (RC) Athletics,1.74,,Justin Sterner
liftbridgecards,2025 Topps Update Series JUSTIN STERNER Rainbow Foil RC #US252,2.28,Base Rainbow,Justin Sterner
southbg,2025 Topps Update #US252 Justin Sterner,1.99,,Justin Sterner
phoeniciantrading,2025 Topps Update #US252 Justin Sterner,1.49,,Justin Sterner
nerdysportsgirl24,2025 Topps Update Justin Sterner RC Aqua #US252 Athletics,6.5,,Justin Sterner
happyt99,2025 Topps Update Orange Holo Foil /25  RC Card US252 Justin Sterner Athletics,27.0,Orange 25,Justin Sterner
zoeysdown,2025 Topps Update Series - Justin Sterner #US252 Rainbow Foil (RC),1.65,Base Rainbow,Justin Sterner
collectiblehobbycards,2025 Topps Update Series - Justin Sterner #US252 Gold /2025 (RC),4.0,Gold 2025,Justin Sterner
gummyratz,2025 Topps Update Justin Sterner Sandglitter,4.48,Sandglitter,Justin Sterner
ericscardsii,Justin Sterner 2025 Topps Update Athletics #US252 RC,1.66,,Justin Sterner
dw_2005,2025 Topps Update - Justin Sterner #US252 Value Box Holiday,2.37,,Justin Sterner
ericobizzle11,2025 Topps Update Series Rainbow Foil #US252 Justin Sterner (RC) - Athletics,1.99,Base Rainbow,Justin Sterner
rysch173,2025 Topps Update Series Justin Sterner US252 RC Fanatics Exclusive Topps Foil,3.99,,Justin Sterner
mick_940120,Justin Sterner Athletics 2025 Topps Update Pink Holo Foil Rookie Card RC #US252,3.24,,Justin Sterner
nerdysportsgirl24,2025 Topps Update Justin Sterner RC Green Rainbow Foil 15/99 #US252 Athletics,16.5,Green Foil,Justin Sterner
martyscardrewind,2025 Topps Update #US252 Justin Sterner,1.75,,Justin Sterner
cardiac148,2025 Topps Update #US252 Justin Sterner GOLD PARALLEL RC #d 0184/2025 -Athletics,2.98,Gold 2025,Justin Sterner
djchinosports,2025 Topps Update Series Base Justin Sterner RC Oakland Athletics #US252,2.18,,Justin Sterner
no_d_sports,2025 Topps Update #US252 Justin Sterner Gold #/2025,2.99,Gold 2025,Justin Sterner
pet_that_goat,"2025 Topps Update - Blue Rainbow Foil - #US252 Justin Sterner SN,RC",2.23,Blue Rainbow,Justin Sterner
dmills1985,JUSTIN STERNER RC 2025 Topps Update Aqua Rainbow Foil US252 ATHLETICS,4.95,Aqua Rainbow,Justin Sterner
stardust_cards99,2025 Topps Update #US252 Justin Sterner Holiday,2.41,,Justin Sterner
cullmansportscards,2025 Topps Update #US252 Justin Sterner RC Athletics Orange /25 SHIPS FREE!,19.99,Orange 25,Justin Sterner
otrsportscollects,JUSTIN STERNER Parallel Baseball 2025 Topps Update RC HOLOFOIL #US252 Athletics,1.98,,Justin Sterner
reaperripssportscards,Justin Sterner Rookie #US252 2025 Topps Update Topps Foil Parallel Athletics MLB,3.99,,Justin Sterner
hotrookies82,JUSTIN STERNER 2025 Topps Update #US252 Canvas Parallel Rookie RC #46/50,16.24,Canvas 50,Justin Sterner
cubbie_1908,"2025 Topps Update US252 Justin Sterner, Athletics RC",2.5,,Justin Sterner
whodeyf_31,2025 TOPPS UPDATE INDEPENDENCE DAY /76 US252 JUSTIN STERNER OAKLAND ATHLETICS,19.99,Independence Day 76,Justin Sterner
bsisko9,JUSTIN STERNER True Photo Variation SP (RC) Athletics - 2025 Topps Update,18.98,Photo Variation,Justin Sterner
dw_2005,2025 Topps Update - Justin Sterner #US252 Rainbow Foilboard (RC),2.37,Base Rainbow,Justin Sterner
awwstrukcards,2025 Topps Update #US252 Justin Sterner Holiday,3.0,,Justin Sterner
4zrips,2025 Topps Update Justin Sterner RC Golden Mirror Variation  SP Athletics,21.31,Golden Mirror,Justin Sterner
chaosal2005,2025 Topps Update #US252 Justin Sterner Rainbow Foil,1.99,Base Rainbow,Justin Sterner
2ndtonone78,2025 Topps Update #US252 JUSTIN STERNER RC Purple Rainbow Foil /250,2.31,Purple Rainbow,Justin Sterner
rkchasingvb,2025 Topps Update #US252 Justin Sterner Rainbow Foil,1.83,Base Rainbow,Justin Sterner
muck1201,2025 Topps Update Series Silver Foilboard - Justin Sterner #US252 (RC) Athletics,1.74,,Justin Sterner
dfw_bullionandcollectibles,2025 Topps Update #US252 Justin Sterner RC ROOKIE  -  Oakland Athletics,1.79,,Justin Sterner
mckinnishsports,2025 Topps Update Series Silver Foilboard - Justin Sterner #US252 (RC) Athletics,1.73,,Justin Sterner
valueboxcards247,2025 Topps Update Justin Sterner Gold Rookie RC #/2025 #US252 Athletics,2.19,Gold 2025,Justin Sterner
schleidscards24,2025 Topps Update Alan Roden #US251 Orange Holiday Foil Rookie RC Blue Jays,1.89,Orange Black,Alan Roden
reaperripssportscards,Alan Roden Rookie #US251 2025 Topps Update Toronto Blue Jays Baseball Card MLB,3.99,,Alan Roden
reaperripssportscards,Alan Roden Rookie #US251 2025 Topps Update Toronto Blue Jays Baseball Card MLB,3.99,,Alan Roden
reaperripssportscards,Alan Roden Rookie #US251 2025 Topps Update Toronto Blue Jays Baseball Card MLB,3.99,,Alan Roden
steelcitygaragesale,2025 Topps Update ALAN RODEN #US251 Toronto Blue Jays Rookie RC,1.59,,Alan Roden
martyscardrewind,2025 Topps Update #US251 Alan Roden,1.75,,Alan Roden
ericscardsii,Alan Roden 2025 Topps Update Toronto Blue Jays #US251 RC,1.66,,Alan Roden
garaghoul,2025 Topps Update Alan Roden #US251 Silver Foilboard RC Blue Jays,4.25,,Alan Roden
thecord44,2025 Topps Update Series Alan Roden #US251 RC Rookie Blue Foil /150 Blue Jays,13.49,Blue Rainbow,Alan Roden
dugout2,2025 Topps Update #US251 Alan Roden Purple Holo Foil #/250,3.75,Purple Rainbow,Alan Roden
sdillon11,2025 Topps Update #US251 Alan Roden Rainbow Foil,1.73,Base Rainbow,Alan Roden
zoeysdown,2025 Topps Update Series - Alan Roden #US251 Silver Foiboard (RC),3.75,,Alan Roden
vladtheinhaler,2025 Topps Update Alan Roden Rookie #US251 Toronto Blue Jays,1.89,,Alan Roden
sunday_co,2025 Topps Update Alan Roden Toronto Blue Jays Holiday Rookie #US251,3.46,,Alan Roden
firehouse.cards,2025 Topps Update Series - 1990 Topps Chrome Silver Pack Alan Roden #U90C-15 RC,1.99,"Chrome, 1990",Alan Roden
kirk363636,2025 Topps Update Chrome Alan Roden Sepia Refractor #USC41 (RC),2.04,Chrome,Alan Roden
thecord44,2025 Topps Update Series - Alan Roden #US251 Gold /2025 (RC),2.24,Gold 2025,Alan Roden
caughtupintheskycards,2025 Topps Update Alan Roden RC Gold #0205/2025 Blue Jays,7.75,Gold 2025,Alan Roden
jojbreak,2025 Topps Update #US251 Alan Roden Toronto Blue Jays Rookie Card RC,1.79,,Alan Roden
elitecardsnstuff44,Alan Roden 2025 Topps Update Rookie #US251 Purple Holo Foil /250 Blue Jays,2.98,Purple Rainbow,Alan Roden
cardboardprospect,2025 Topps Update Alan Roden #U90C-15 Mojo RC 35th Anniversary Toronto Blue Jays,2.68,1990,Alan Roden
thedashstash,2025 Topps Update ALAN RODEN Toronto Blue Jays Rookie Card RC Gold /2025,4.39,Gold 2025,Alan Roden
jts_fieldofcards,2025 Topps Update Series #US251 Alan Roden (RC) Toronto Blue Jays,1.74,,Alan Roden
ddobbswy,2025 Topps Update Alan Roden Rookie Gold #/2025 Blue Jays RC SP,4.95,Gold 2025,Alan Roden
rjvec,2025 Topps Update '90 Topps Silver Pack Chrome #U90C15 Alan Roden RC Toronto,1.99,Chrome,Alan Roden
utmoodysc,2025 Topps Update #US251 Alan Roden Memorial Day Camo #/25,15.0,Camo 25,Alan Roden
firehousesportzcardz,2025 Topps Update #US251 Alan Roden,1.39,,Alan Roden
payro-70,2025 Topps Update Diamante Foil #US251 Alan Roden RC - Toronto Blue Jays,2.04,Diamante,Alan Roden
jdogsrelics,2025 Topps Update #US251 Alan Roden Toronto Blue Jays RC Baseball Rookie Card,1.79,,Alan Roden
ericscardsii,Alan Roden 2025 Topps Update 35th Anniversary Autographs RC #90AU-ARO,14.79,1990,Alan Roden
fivefeet1971,2025 Topps Update '90 Topps Silver Pack Chrome #U90C-15 Alan Roden RC,1.84,Chrome,Alan Roden
cwerb17,2025 Topps Update HOLIDAY ORANGE AND BLACK US251 Alan Roden RC Toronto Blue Jays,2.24,Orange Black,Alan Roden
louielove215,2025 Topps Update Alan Roden Rookie RC Silver Foilboard #US251 | Blue Jays,3.49,,Alan Roden
99sportscards,2025 Topps Update #US251 Alan Roden Holo Foil,1.99,,Alan Roden
greg-9671,Alan Roden RC 2025 Topps Update Rookie Blue Jays Sandglitter US251,1.99,Sandglitter,Alan Roden
pnw-406cardcollecting,Alan Roden Rainbow Foil Rookie RC 2025 Topps Update Series Card #US251 Blue Jays,1.75,Blue Rainbow,Alan Roden
tandlshops,2025 Topps Update #US251 Alan Roden Gold #/2025,2.48,Gold 2025,Alan Roden
thesenate66,2025 Topps Update Series Alan Roden #US251 Rainbow Foil RC Toronto Blue Jays,1.98,Blue Rainbow,Alan Roden
comebackcollectibles,2025 Topps Update Alan Roden Rookie #US251 Toronto Blue Jays,1.99,,Alan Roden
pnw-406cardcollecting,Alan Roden Aqua Foil SP Rookie RC 2025 Topps Update Series Card #US251 Blue Jays,4.24,,Alan Roden
comeg.2015,2025 Topps Update Series - Alan Roden #US251 (RC),1.74,,Alan Roden
nichtut89,2025 Topps Update Alan Roden RC Orange Foil /25 - Toronto Blue Jays,21.25,Orange 25,Alan Roden
shags_cards,2025 Topps Update Alan Roden 1990 Insert AUTO AUTOGRAPH 🔥 Rookie RC 📈,10.48,1990,Alan Roden
dakotacollector,2025 Topps Update Series - Alan Roden #US251 HoloFoil (RC),2.09,,Alan Roden
traneofthought,Alan Roden 2025 Topps Update #US251 Diamante Foil Rookie,1.99,Diamante,Alan Roden
railroadbedcards,2025 Topps Update Series - Alan Roden #US251 Holiday (RC),1.5,,Alan Roden
naypriz_collectibles,2025 Topps Update Green Rainbow Foil Alan Roden RC #US251 Blue Jays /99,4.99,"Blue Rainbow, Green Foil",Alan Roden
markscardshop,2025 Topps Update Alan Roden Rookie Mojo #/50,9.25,,Alan Roden
rhopow40,Alan Roden RC 2025 Topps Update Rookie Blue Jays Sandglitter US251,1.99,Sandglitter,Alan Roden
djchinosports,2025 Topps Update Series Base Alan Roden RC Toronto Blue Jays #US251,2.18,,Alan Roden
sportcardplus,2025 Topps Update Series Alan Roden #US251 ROOKIE Gold Parallel /2025,3.05,Gold 2025,Alan Roden
dmills1985,ALAN RODEN RC 2025 Topps Update Gold US251 #/2025 SP TORONTO BLUE JAYS,2.95,Gold 2025,Alan Roden
commonkingcards,2025 Topps Update #US251 Alan Roden Diamante Foil,2.29,Diamante,Alan Roden
oceancardsandcollectables,2025 Topps Update #US251 Alan Roden Toronto Blue Jays RC,1.69,,Alan Roden
niweb7358,"2025 Topps UPDATE Baseball US251 Alan Roden, Toronto Blue Jays RC",1.75,,Alan Roden
ldcollectibles25,2025 Topps Update Series Blue Rainbow Foil 106/150 Alan Roden Rookie #US251,6.0,Blue Rainbow,Alan Roden
sportcardplus,2025 Topps Update #90AU-ARO Alan Roden 1990 35th Anniversary Auto (RC) Black /10,99.0,"Black 10, 1990",Alan Roden
ballgamesportscardscle,2025 Topps Update Alan Roden RC #US251 ORANGE FOIL 14/25 - Toronto Blue Jays,28.19,Orange 25,Alan Roden
muck1201,2025 Topps Update Series - Alan Roden #US251 (RC) Blue Jays,1.74,,Alan Roden
northstarcc,2025 Topps Update - Tinsel #US251 Alan Roden,1.95,,Alan Roden
onewholelottalove,2025 Topps Update Alan Roden Rookie #US251 PURPLE RAINBOW FOIL 190/250,2.3,Purple Rainbow,Alan Roden
2605brian,2025 Topps Update Black Alan Roden  03/10,75.0,Black 10,Alan Roden
jsawcards,Alan Roden 2025 Topps Update #US251 Holiday RC Toronto Blue Jays,1.99,,Alan Roden
ausfar-20,Alan Roden RC 2025 Topps Update Rookie Blue Jays Sandglitter US251,2.25,Sandglitter,Alan Roden
dw_2005,2025 Topps Update - Alan Roden #US251 Purple HoloFoil /250,3.39,Purple Rainbow,Alan Roden
clubhousecardshop,2025 Topps Update #90AU-ARO Alan Roden 1990 35th Anniversary Auto (RC) Black /10,35.0,"Black 10, 1990",Alan Roden
slammer1981,2025 Topps Update Series - Alan Roden #US251 (RC),1.84,,Alan Roden
nra9191,2025 Topps Update  ALAN RODEN  RC  Diamante Foil  #US251,1.85,Diamante,Alan Roden
jemclau5287,2025 Topps Update Series - Alan Roden #US251 Diamante Foil (RC),1.99,Diamante,Alan Roden
ledsimpson,2025 Topps Update Silver Pack MOJO Alan Roden U90C-15 Rookie,1.83,,Alan Roden
junkwaxkids,2025 Topps Update #US251 Alan Roden,1.29,,Alan Roden
firehousesportzcardz,2025 Topps Update #US251 Alan Roden,1.39,,Alan Roden
jemclau5287,2025 Topps Update US251 Alan Roden (RC) Blue Jays,1.99,,Alan Roden
pips2331,2025 Topps Update MAX MUNCY Purple Foil Rookie Card RC #177/250 A's #US250,6.25,Purple Rainbow,Max Muncy
elitecardsnstuff44,Max Muncy 2025 Topps Update Sandglitter Rookie #US250 RC Athletics QTY,2.98,Sandglitter,Max Muncy
ldcollectibles25,2025 Topps Update Series 1990 Topps Max Muncy Rookie #U90-49 Athletics,2.25,1990,Max Muncy
yanks96,2025 Topps Update Holo Foil Max Muncy Athletics #US250,5.98,,Max Muncy
jos-762161,2025 Topps Update Max Muncy 35th Anniversary Parallel RC #U90-49 Oakland A's,1.99,1990,Max Muncy
caughtupintheskycards,2025 Topps Update Max Muncy RC Pink Diamonte SP Athletics Hanger Only,11.0,,Max Muncy
edclay,2025 Topps Update Mojo Refractor Max Muncy Oakland Athletics Silver Packs,3.54,,Max Muncy
cwerb17,2025 Topps Update '90 Topps #U90-49 Max Muncy RC Oakland Athletics,1.94,,Max Muncy
mllrddck,2025 Topps Update Series #US250 Max Muncy (RC) Oakland A’s,3.0,,Max Muncy
firehousesportzcardz,2025 Topps Update #US250 Max Muncy,1.39,,Max Muncy
bailey671063,2025 Topps Update Series Max Muncy #US250 ROOKIE,1.89,,Max Muncy
aecolombo,2025 Topps Update - Max Muncy Baseball Stars #BSAU-MMU (RC) - Gold Auto /50,84.94,Gold 50,Max Muncy
pengwin-sports,2025 Topps Update Max Muncy - SANDGLITTER Parallel - #US250 - A's Rookie Star,4.48,Sandglitter,Max Muncy
ericscardsii,Max Muncy 2025 Topps Update Athletics #US250 RC,1.66,,Max Muncy
dmills1985,MAX MUNCY RC 2025 Topps Update Rainbow Foil US250 SP ATHLETICS,2.49,Base Rainbow,Max Muncy
dickandjanessportscards,2025 Topps Update Max Muncy 1990 Auto #90AU-MMU RC Athletics,25.49,1990,Max Muncy
katertot1372,2025 Topps Update U90C-70 Max Muncy Sliver Pack Orange Mojo 18/25,70.0,Orange 25,Max Muncy
dfw_bullionandcollectibles,2025 Topps Update Stars of MLB #SMLB66 Max Muncy   -   Oakland Athletics,1.79,,Max Muncy
mnlegos,Max Muncy 2025 Topps Update Series US250 Rainbow Foil Rookie Card RC Athletics,3.0,Base Rainbow,Max Muncy
aoscards_78,2025 Topps Update Max Muncy RC Diamante Foil #US250 Oakland Athletics,3.99,Diamante,Max Muncy
bryce_2saint,2025 Topps Update Baseball 1990's 35th Anniversary Foil  ⚾️🔥,2.64,1990,
martyscardrewind,2025 Topps Update #US250 Max Muncy,1.75,,Max Muncy
pnw-406cardcollecting,Max Muncy Aqua Foil SP Rookie RC 2025 Topps Update Series Card #US250 Athletics,6.24,,Max Muncy
nibud-44,2025 Topps Update #U90C-70 Max Muncy Rookie 1990 35th Anniversary Chrome,2.99,"Chrome, 1990",Max Muncy
josper_222,2025 Topps Update Max Muncy 35th Anniversary RC Athletics,1.5,1990,Max Muncy
gametimecards247,2025 Topps Update Max Muncy Rookie Card RC #US250,2.29,,Max Muncy
chewie1104,Max Muncy 2025 Topps Update #US250 Fanatics Exclusive Rookie Topps Foil,3.87,,Max Muncy
mostly_sports,2025 Topps Update - Max Muncy (RC) #US250 Silver Glitter Parallel,2.08,,Max Muncy
collectorsedge67,2025 Topps Update Series - Max Muncy (RC) #SMLB-66 - Athletics,1.25,,Max Muncy
gscarbro27,Max Muncy - 2025 Topps Update - #US250 - Diamante Foil - Athletics (RC),2.99,Diamante,Max Muncy
junkwaxdonny,Max Muncy- 2025 Topps Update Series - Stars of MLB #SMLB-66 (RC) Oakland A's,0.99,,Max Muncy
longbeachmedia,2025 Topps Update Series Chrome Mojo 35th Anniversary RC #U90C-70 - Max Muncy,2.99,"Chrome, 1990",Max Muncy
chubbayboy,2025 Topps Update - Max Muncy Rookie RC #US250 (Gold Border Parallel /2025),5.36,Gold 2025,Max Muncy
99sportscards,2025 Topps Update #US250 Max Muncy Holo Foil,1.99,,Max Muncy
cardsfromdave,"2025 Topps Update #US250 Max Muncy Gold Holo Foil SN,RC Athletics",20.98,,Max Muncy
gametimecards247,2025 Topps Update - Stars of MLB #SMLB-66 Max Muncy Rookie Card RC,1.99,,Max Muncy
ghosted-vault,2025 Topps Update Max Muncy Rookie Stars of the MLB (RC) #SMLB-66 - Athletics,1.23,,Max Muncy
jojbreak,2025 Topps Update #U90-49 Max Muncy Athletics Rookie Card RC,1.79,,Max Muncy
comc_consignment,2025 Topps Update True Photo Max Muncy #US250 03lu,52.24,Photo Variation,Max Muncy
josnic-9149,2025 Topps Update Series - 1990 Topps Baseball Max Muncy #U90-49 (RC),1.4,1990,Max Muncy
phoeniciantrading,2025 Topps Update #SMLB-66 Max Muncy Stars of MLB,1.49,,Max Muncy
thesenate66,2025 Topps Update Max Muncy Enamel Pin Athletics,9.98,,Max Muncy
djchinosports,2025 Topps Update Series Base Max Muncy RC Oakland Athletics #US250,2.18,,Max Muncy
josper_222,2025 Topps Update Max Muncy Stars of the MLB (RC) #SMLB-66 - Athletics,1.5,,Max Muncy
bigfire3,2025 Topps Update Series - 1990 Topps Baseball Max Muncy #U90-49 (RC),1.99,1990,Max Muncy
hobbyhauscollectibles,2025 Topps Update Silver Pack Chrome Max Muncy Rookie RC Athletics,2.64,Chrome,Max Muncy
orioles98,2025 Topps Update SILVER DIAMANTE Max Muncy ROOKIE #US250 - Athletics,1.99,Diamante,Max Muncy
sippinnrippin,2025 Topps Update Series Complete Your Insert Set!!!,1.99,,
22s_cards,2025 Topps Update Max Muncy Mojo Refractor 5/10,90.0,,Max Muncy
rhopow40,2025 Topps Update Stars of MLB #SMLB-66 Max Muncy,1.25,,Max Muncy
estatecardsales,2025 Topps Update #US250 Max Muncy RC Pink Holo Foil SP,3.3,,Max Muncy
traneofthought,Max Muncy 2025 Topps Update #US250 Diamante Foil Rookie,2.29,Diamante,Max Muncy
railroadbedcards,2025 Topps Update Series - Max Muncy #US250 Holiday (RC),1.5,,Max Muncy
srtonto,"2025 TOPPS UPDATE /  MAX MUNCY ""35th ANNIVERSARY RAINBOW FOIL""  ROOKIE CARD",2.65,"Base Rainbow, 1990",Max Muncy
partrode,2025 Topps Update Max Muncy RC Rookie Card Base,4.0,,Max Muncy
sportscards479,2025 Topps Update Max Muncy Silver Pack Mojo Green Parallel /99 #U90C-70,9.48,Green Foil,Max Muncy
spina4life,2025 Topps Update Stars of MLB #SMLB-66 Max Muncy Insert RC Athletics A’s Rookie,0.99,,Max Muncy
wg5727,2025 Topps Update Series - Max Muncy #US250 Holiday (RC),1.49,,Max Muncy
sunday_co,2025 Topps Update Max Muncy Athletics Stars of MLB #SMLB-66,2.36,,Max Muncy
jefmey2,2025 Topps Update Series Max Muncy Green Rainbow Foil /99 #US250 RC COLOR MATCH,13.99,Green Foil,Max Muncy
douro-8774,2025 Topps Update #U90-49 MAX MUNCY (RC) 35TH ANNIVERSARY  A’s,1.39,1990,Max Muncy
northwestcardguy,2025 Topps Update Series - Max Muncy #US250 Ghost Foil (RC) Athletics A’s Rookie,2.5,,Max Muncy
diamond.27,Max Muncy RC 2025 Topps Update US250 Athletics,1.99,,Max Muncy
justabobby2011,Max Muncy (RC) 35th Anniversary Rainbow Foil 2025 Topps Update #U90-49,1.75,"Base Rainbow, 1990",Max Muncy
mostarcollectibles,2025 Topps Update Baseball - Max Muncy Mojo Silver Chrome Pack #U90C-70,2.71,Chrome,Max Muncy
tomahawk_cards,2025 Topps Update Series - Max Muncy #US250 Gold /2025 (RC),3.75,Gold 2025,Max Muncy
dabronic,2025 Topps Update Series - Max Muncy (RC) #SMLB-66 - Athletics,1.15,,Max Muncy
edclay,2025 Topps Update Blue Foil Max Muncy RC 63/150 Oakland Athletics,6.74,Blue Rainbow,Max Muncy
greg-9671,2025 Topps Update Series  Max Muncy (RC) Gold /50,18.0,Gold 50,Max Muncy
peachstatesportscards,2025 Topps Update Series #U90-49 Max Muncy 35th Anniversary Pink Foil,1.99,1990,Max Muncy
waxpack_society,Max Muncy - 2025 Topps Update | Rookie Topps Foil | US250 | Fanatics Exclusive,1.99,,Max Muncy
eric3562345,2025 Topps Update Series Max Muncy Black Diamante Foil RC /10 Athletics,100.0,"Diamante, Black 10",Max Muncy
glaciercardbreaks,2025 Topps Update Max Muncy SANDGLITTER Parallel #US250 Athletics,2.74,Sandglitter,Max Muncy
rickscollege,Max Muncy- 2025 Topps Update Series - Stars of MLB #SMLB-66 (RC) Oakland A's,0.99,,Max Muncy
everythingcheaper322,2025 Topps Update US250 Max Muncy Red Foil Parallel 2/5 RC Rookie SSP,154.48,"Red 5, SSP",Max Muncy
peachstatesportscards,2025 Topps Update Series #U90-49 Max Muncy 35th Anniversary Pink Foil,1.99,1990,Max Muncy
garygunner,2025 Topps Update '90 Topps Autographs #90AUMMU Max Muncy Auto,21.25,,Max Muncy
corckp,2025 Topps Update #U90-49 MAX MUNCY (RC) 35TH ANNIVERSARY  A’s,1.39,1990,Max Muncy
dayton_pomeroy35,"2025 Topps Update Series - Baseball Stars Auto Max Muncy #BSAU-MMU (AU, RC)",12.5,,Max Muncy
