player_name,CT_list,market_all_in_price,pred_price,underpriced_by,seller,title,item_id,item_web_url
Tomoyuki Sugano,1990,1.99,2.9257,0.9357,ho709785,2025 Topps Update Tomoyuki Sugano Rookie #U90-18 35th Anniversary Foil Orioles,,
Joc Pederson,X-Fractor,1.99,2.9257,0.9357,e-deals-usa,2025 Topps Update Joc Pederson #USC46 X-FRACTOR,,
Nathan Wiles,Purple Rainbow,4.25,5.1855,0.9355,cbnccollectibles,2025 Topps Update Series - Nathan Wiles #US216 Purple Rainbow Foil 186/250 (RC),,
Max Meyer,Purple Rainbow,4.25,5.1855,0.9355,kosportsandcards,2025 Topps Update MAX MEYER PURPLE Foil Parallel 064/250 Marlins,,
Luke Keaschall,Black Gold,1.99,2.9248,0.9348,ste-705636,2025 Topps Update Luke Keaschall #BG-12 BLACK GOLD RC - Free Shipping,,
Luke Keaschall,Diamante,1.99,2.9248,0.9348,bigfire3,2025 Topps Update Series - Rookie Debut Luke Keaschall #US342 Diamante Foil (RC),,
Tyler Tolbert,Diamante,1.99,2.9248,0.9348,rjvec,2025 Topps Update Diamante Foil #US122 Tyler Tolbert RC Kansas City Royals,,
Luke Keaschall,Diamante,1.99,2.9248,0.9348,bigfire3,2025 Topps Update Series - Rookie Debut Luke Keaschall #US342 Diamante Foil (RC),,
Brad Lord,Diamante,1.99,2.9248,0.9348,2gssportscards,2025 Topps Update #US39 Brad Lord Diamante Foil,,
Tanner Gordon,Base Rainbow,2.35,3.2848,0.9348,jimscollectabled,2025 Topps Update - Tanner Gordon #US8 Rainbow Foil (RC),,
Tim Elko,Diamante,1.99,2.9248,0.9348,traneofthought,Tim Elko 2025 Topps Update #US224 Diamante Foil Rookie,,
Brad Lord,Diamante,1.99,2.9248,0.9348,piecrustpicker,2025 TOPPS UPDATE DIAMANTE FOIL #US-39 BRAD LORD - WASHINGTON NATIONALS,,
Luke Keaschall,Black Gold,1.99,2.9248,0.9348,ste-705636,2025 Topps Update Luke Keaschall #BG-12 BLACK GOLD RC - Free Shipping,,
Tim Tawa,Diamante,1.99,2.9248,0.9348,pnw-406cardcollecting,Tim Tawa Diamante Foil Rookie 2025 Topps Update Series Card #US287 Diamondbacks,,
Tyler Tolbert,Diamante,1.99,2.9248,0.9348,orioles98,2025 Topps Update SILVER DIAMANTE Tyler Tolbert ROOKIE #US122 - KC Royals,,
Jonathan India,Sandglitter,2.58,3.5129,0.9329,sportscardsforall,2025 Topps Update Series JONATHAN INDIA  Sandglitter -KANSAS CITY ROYALS- #US175,,
Paul DeJong,Base Rainbow,2.04,2.9725,0.9325,payro-70,2025 Topps Update Rainbow Foil #US101 Paul DeJong - Washington Nationals,,
Gavin Sheets,Green Foil,9.0,9.9325,0.9325,wamacollectibles,2025 Topps Update Series Gavin Sheets Green Foil /99 Padres,,
Curtis Mead,Diamante,2.04,2.9725,0.9325,payro-70,2025 Topps Update Diamante Foil #US41 Curtis Mead - Tampa Bay Rays,,
Alan Roden,Diamante,2.04,2.9725,0.9325,payro-70,2025 Topps Update Diamante Foil #US251 Alan Roden RC - Toronto Blue Jays,,
Michael Darrell-Hicks,Diamante,2.03,2.9623,0.9323,greg-9671,2025 Topps Update #US319 Michael Darrell-Hicks Diamante Foil,,
Maverick Handley,Sandglitter,2.59,3.5223,0.9323,dasan_8967,2025 Topps Update #US274 Maverick Handley Sandglitter,,
Ji Hwan Bae,Sandglitter,2.59,3.5223,0.9323,dasan_8967,2025 Topps Update #US64 Ji Hwan Bae Sandglitter,,
Pete Crow-Armstrong,Night Terrors,1.99,2.9222,0.9322,wny_hobbyclub,2025 Topps Update Pete Crow-Armstrong Night Terrors,,
Logan Henderson,Base Rainbow,1.99,2.9222,0.9322,greg-9671,2025 Topps Update Series - Logan Henderson #US137 Rainbow Foil (RC),,
Tayler Saucedo,Base Rainbow,1.99,2.9222,0.9322,lvrollers,2025 Topps Update Tayler Saucedo Rainbow Foil #US226 Card,,
Ryan Loutos,Base Rainbow,1.99,2.9222,0.9322,jemclau5287,2025 Topps Update Series - Ryan Loutos #US202 Rainbow Foil (RC),,
Jeremiah Estrada,Base Rainbow,1.99,2.9222,0.9322,99sportscards,2025 Topps Update #US263 Jeremiah Estrada Rainbow Foil,,
Logan Henderson,Base Rainbow,1.99,2.9222,0.9322,buckeyecards-216,LOGAN HENDERSON 2025 Topps Update Rainbow Foil Rookie #US137,,
Caleb Freeman,Gold 2025,2.79,3.7216,0.9316,*diablo12*,2025 Topps Update Series #US253 Caleb Freeman (RC) Gold /2025 Chicago White Sox,,
Hunter Bigge,Gold 2025,2.25,3.1814,0.9314,pmanb32,2025 Topps Update #US231 HUNTER BIGGE GOLD PARALLEL RC ROOKIE /2025 RAYS,,
James Wood,Sandglitter,3.37,4.3011,0.9311,dkh7575,2025 Topps Update Series #US218 James Wood Rookie Debut RC Sandglitter (N1),,
Evan Phillips,Green Foil,8.2,9.131,0.931,grandslamfamilytrading,2025 Topps Update-Evan Phillips US18-Green Foil #28/99,,
Matthew Liberatore,Gold 2025,2.79,3.7208,0.9308,diamond.27,Matthew Liberatore 1203/2025 Gold 2025 Topps Update US185 St. Louis Cardinals,,
Matt Mervis,Gold 2025,2.79,3.7208,0.9308,snakepit585,2025 Topps Update Series - Matt Mervis #US68 Gold /2025,,
Rafael Devers,Night Terrors,1.98,2.9106,0.9306,thesenate66,2025 Topps Update Series Night Terrors Rafael Devers #NT-22,,
Caden Dana,Gold 2025,2.83,3.7586,0.9286,jerfsports,2025 Topps Update Caden Dana #US187 Gold /2025 Los Angeles Angels,,
Coby Mayo,Orange Black,2.25,3.1778,0.9278,goatripper069,2025 Topps Update Series Rookie Debut Coby Mayo #US282 Holiday Orange&Black Foil,,
Robert Hassell III,Chrome,2.25,3.1778,0.9278,bmacs_packs,2025 Topps Update Silver Pack Mojo Chrome Parallel Robert Hassell III RC 28,,
Nathan Wiles,Blue Rainbow,4.35,5.2776,0.9276,arrc-cards,Nathan Wiles RC /150 Blue Holo Foil - 2025 Topps Update #US216 ATL Braves,,
Liam Hicks,Base Rainbow,1.99,2.9174,0.9274,trophyroomcardz,2025 Topps Update Rainbow Foil #US52 Liam Hicks Miami Marlins RC,,
Liam Hicks,Diamante,1.99,2.9174,0.9274,pnw-406cardcollecting,Liam Hicks Pink Diamante Foil Rookie 2025 Topps Update Series Card #US52 Marlins,,
Christian Vázquez,Base Rainbow,1.99,2.9174,0.9274,fritziefeet,Christian Vázquez 2025 Topps Update Rainbow Foil Parallel SP #US7 Twins,,
Liam Hicks,Base Rainbow,1.99,2.9174,0.9274,jakpi20,2025 Topps Update Liam Hicks #US52 RAINBOW FOIL Parallel RC Miami Marlins,,
Liam Hicks,Diamante,1.99,2.9174,0.9274,pnw-406cardcollecting,Liam Hicks Diamante Foil Rookie RC 2025 Topps Update Series Card #US52 Marlins,,
,Gold 2025,2.85,3.7774,0.9274,midtnbreaks1,2025 Topps Update Series - Mike Soroka #US347 Gold /2025,,
Eric Yang,Orange Black,2.18,3.1065,0.9265,tcrouch433,2025 Topps Update Series - Eric Yang #US168 Holiday Orange & Black Foil (RC),,
Rafael Devers,Diamante,1.99,2.9161,0.9261,schleidscards24,2025 Topps Update Series Rafael Devers #US300 Diamante Foil Giants,,
Max Muncy,Diamante,1.99,2.9161,0.9261,orioles98,2025 Topps Update SILVER DIAMANTE Max Muncy ROOKIE #US250 - Athletics,,
Agustín Ramírez,1990,2.0,2.9257,0.9257,rainforrestcardshop,2025 Topps Update #U90-37 Agustín Ramírez 35th Anniversary Holo Foil,,
Agustín Ramírez,1990,2.0,2.9257,0.9257,rainforrestcardshop,2025 Topps Update #U90-37 Agustín Ramírez 1990 Topps Baseball 35th Anniversary,,
Agustín Ramírez,1990,2.0,2.9257,0.9257,rainforrestcardshop,2025 Topps Update #U90-37 Agustín Ramírez 35th Anniversary Holo Foil,,
Agustín Ramírez,1990,2.0,2.9257,0.9257,rainforrestcardshop,2025 Topps Update #U90-37 Agustín Ramírez 1990 Topps Baseball 35th Anniversary,,
Danny Jansen,Gold 2025,1.99,2.9147,0.9247,donde71,2025 Topps Update Danny Jansen Gold Parallel 1576/2025 #US81 Tampa Bay Rays,,
Antonio Senzatela,Gold 2025,1.99,2.9147,0.9247,joshunboxedcards,2025 Topps Update GOLD /2025 #US154 Antonio Senzatela Colorado Rockies,,
Danny Jansen,Gold 2025,1.99,2.9147,0.9247,donde71,2025 Topps Update Danny Jansen Gold Parallel 1576/2025 #US81 Tampa Bay Rays,,
Camilo Doval,Gold 2025,1.99,2.9147,0.9247,mrgames123,2025 Topps Update #US328 Camilo Doval Gold #0760/2025,,
Fernando Tatis Jr.,Night Terrors,1.98,2.9039,0.9239,tandlshops,2025 Topps Update #NT-21 Fernando Tatis Jr. Night Terrors,,
Blake Treinen,Base Rainbow,2.33,3.2523,0.9223,rkchasingvb,2025 Topps Update #US133 Blake Treinen Rainbow Foil,,
Christian Yelich / Jackson Chourio,Base Rainbow,2.0,2.9222,0.9222,sjj2510,2025 Topps Update Veteran Combos Christian Yelich Jackson Chourio #US233 Rainbow,,
Max Muncy,1990,1.99,2.912,0.922,peachstatesportscards,2025 Topps Update Series #U90-49 Max Muncy 35th Anniversary Pink Foil,,
Max Muncy,1990,1.99,2.912,0.922,peachstatesportscards,2025 Topps Update Series #U90-49 Max Muncy 35th Anniversary Pink Foil,,
Max Muncy,1990,1.99,2.912,0.922,bigfire3,2025 Topps Update Series - 1990 Topps Baseball Max Muncy #U90-49 (RC),,
Max Muncy,1990,1.99,2.912,0.922,jos-762161,2025 Topps Update Max Muncy 35th Anniversary Parallel RC #U90-49 Oakland A's,,
Chase Dollander,1990,1.75,2.6714,0.9214,chadijaraya,2025 Topps Update Chase Dollander #U90-50 1990 Pink Foil RC Rockies,,
Chase Dollander,1990,1.75,2.6714,0.9214,chadijaraya,2025 Topps Update Chase Dollander #U90-50 1990 Pink Foil RC Rockies,,
Alex Vesia,Base Rainbow,1.99,2.9113,0.9213,generalbentleytrading,2025 Topps Update Series #US239 Alex Vesia Rainbow Foil,,
Rafael Devers,Base Rainbow,1.99,2.9106,0.9206,99sportscards,2025 Topps Update #US300 Rafael Devers Rainbow Foil,,
Rafael Devers,Night Terrors,1.99,2.9106,0.9206,lvrollers,2025 Topps Update - Night Terrors Rafael Devers #NT-22 Card,,
Rafael Devers,Night Terrors,1.99,2.9106,0.9206,tommypgoods,2025 Topps Update Series - Night Terrors  #NT-22 Rafael Devers (Giants),,
Rafael Devers,Night Terrors,1.99,2.9106,0.9206,kel-843882,2025 Topps Update Series - Night Terrors Rafael Devers #NT-22,,
,Base Rainbow,2.28,3.2,0.92,liftbridgecards,2025 Topps Update Series GLASNOW/SNELL Rainbow Foil #US119,,
Tyler Owens,Base Rainbow,2.28,3.2,0.92,loacollectibles,2025 Topps Update Series TYLER OWENS Detroit Tigers ROOKIE RAINBOW FOIL #US247,,
Hayden Birdsong,Diamante,2.28,3.2,0.92,nichbau-13,"2025 Topps Update Pink Diamante US34 Hayden Birdsong, SF Giants (Rookie Debut)",,
Justin Sterner,Base Rainbow,2.28,3.2,0.92,liftbridgecards,2025 Topps Update Series JUSTIN STERNER Rainbow Foil RC #US252,,
Ryan Walker,Base Rainbow,2.28,3.2,0.92,liftbridgecards,2025 Topps Update Series RYAN WALKER Rainbow Foil #US179,,
Dane Myers,Sandglitter,2.58,3.4999,0.9199,sportscardsforall,2025 Topps Update Series DANE MYERS Sandglitter -MIAMI MARLINS- #US228,,
Hyeseong Kim,Diamante,2.99,3.9095,0.9195,frankie-the-gold,2025 Topps Update Series - Diamante #US312 Hyeseong Kim | Rookie Debut RC,,
Kristian Campbell,Diamante,2.99,3.9095,0.9195,commonkingcards,2025 Topps Update #US1 Kristian Campbell Diamante Foil,,
Jace Jung,Diamante,2.99,3.9095,0.9195,mcucinella,2025 Topps Update Series Jace Jung Pink Diamante RC Debut Parallel #US93,,
Kevin Alcántara,Diamante,2.99,3.9095,0.9195,2gssportscards,2025 Topps Update Kevin Alcántara #US128 Diamante Foil,,
Kristian Campbell,Diamante,2.99,3.9095,0.9195,commonkingcards,2025 Topps Update #US1 Kristian Campbell Diamante Foil,,
Camilo Doval,Base Rainbow,1.95,2.869,0.919,jts_fieldofcards,2025 Topps Update #US328 Camilo Doval ⭐Rainbow Foil⭐ San Francisco Giants,,
Jose Iglesias,Diamante,1.95,2.869,0.919,jts_fieldofcards,2025 Topps Update #US182 Jose Iglesias ✨Diamante Foil✨ Padres,,
Paul DeJong,Purple Rainbow,4.31,5.2287,0.9187,mostarcollectibles,2025 Topps Update Baseball - Paul DeJong #US101 (Purple Foil /250),,
Alex Vesia,Sandglitter,2.58,3.4977,0.9177,sportscardsforall,2025 Topps Update Series ALEX VESIA  Sandglitter -LOS ANGELES DODGERS- #US239,,
Alex Vesia,Sandglitter,2.58,3.4977,0.9177,djchinosports,2025 Topps Update Series Sandglitter Alex Vesia Los Angeles Dodgers #US239,,
Christian Vázquez,Diamante,2.0,2.9174,0.9174,rainforrestcardshop,2025 Topps Update #US7 Christian Vázquez Diamante Foil,,
Christian Vázquez,Base Rainbow,2.0,2.9174,0.9174,stuff2sellu,2025 Topps Update #US7 Christian Vázquez Rainbow Foil,,
Christian Vázquez,Diamante,2.0,2.9174,0.9174,rainforrestcardshop,2025 Topps Update #US7 Christian Vázquez Diamante Foil,,
Christian Vázquez,Base Rainbow,2.0,2.9174,0.9174,stuff2sellu,2025 Topps Update #US7 Christian Vázquez Rainbow Foil,,
Liam Hicks,Diamante,2.0,2.9174,0.9174,1st_base_cards,2025 Topps Update #US52 Liam Hicks RC Pink Diamante Miami Marlins,,
Chris Paddack,Orange Black,2.27,3.1867,0.9167,jyee23,2025 Topps Update Series - Chris Paddack #US73 Holiday Orange & Black Foil,,
Dustin May,Chrome,2.19,3.1065,0.9165,626_baseballcards,2025 Topps Update Series Chrome - Dustin May #USC80,,
Ronny Simon,Chrome,2.19,3.1065,0.9165,626_baseballcards,2025 Topps Update Series Chrome - Ronny Simon (RC) #USC35,,
Michael Petersen,Diamante,2.29,3.2065,0.9165,hbggaming,2025 Topps Update Series #US49 Michael Petersen Rookie Diamante Foil (RC),,
Santiago Espinal,Base Rainbow,2.29,3.2065,0.9165,jsawcards,Santiago Espinal 2025 Topps Update #US150 Rainbow Foil Cincinnati Reds,,
Rafael Devers,Diamante,2.0,2.9161,0.9161,railroadbedcards,2025 Topps Update Series - Rafael Devers #US300 Diamante Foil,,
Steven Matz,Base Rainbow,2.37,3.2848,0.9148,dw_2005,2025 Topps Update - Steven Matz #US35 Rainbow Foil,,
Myles Straw,Diamante,2.37,3.2848,0.9148,13bollman,Myles Straw Diamante Foil 2025 Topps Update Series Card #US340 Toronto Blue Jays,,
Mitch Spence,Base Rainbow,2.37,3.2848,0.9148,dw_2005,2025 Topps Update - Mitch Spence #US20 Rainbow Foil,,
Jorge Soler,Gold 2025,2.0,2.9147,0.9147,car_448170,2025 Topps Update #US343 Jorge Soler Gold #/2025,,
Jorge Soler,Gold 2025,2.0,2.9147,0.9147,sdcardsandcomics,2025 Topps Update #US343 Jorge Soler Gold #/2025,,
Camilo Doval,Gold 2025,2.0,2.9147,0.9147,boxesofeverything,2025 Topps Update Series Camilo Doval #US328 RC Gold /2025 Giants,,
Justin Steele,Sandglitter,3.47,4.3845,0.9145,mitychondriacards,2025 Topps Update Series - Justin Steele #US248 Sandglitter,,
Dane Myers,Base Rainbow,1.99,2.9039,0.9139,diamond.27,DANE MYERS Rainbow Foil 2025 Topps Update US228 Miami Marlins,,
Brad Lord,Base Rainbow,1.99,2.9039,0.9139,ultralegendstoys,2025 Topps Update Series Brad Lord RC Rainbow Foil # US39,,
Ronny Simon,Base Rainbow,1.95,2.8639,0.9139,jts_fieldofcards,2025 Topps Update Series #US111 Ronny Simon (RC) ⭐Rainbow Foil⭐ Pirates 🦜,,
Tyler Tolbert,Base Rainbow,1.99,2.9039,0.9139,arthurscardsandcollectibles,2025 Topps Update #US122 Tyler Tolbert Rainbow Foil,,
Gunnar Hoglund,Base Rainbow,1.95,2.8639,0.9139,jts_fieldofcards,2025 Topps Update #US254 Gunnar Hoglund (RC) ⭐Rainbow Foil⭐ Athletics,,
Fernando Tatis Jr.,Base Rainbow,1.99,2.9039,0.9139,dadbodcardschicago,Fernando Tatis Jr. 2025 Topps Update All Star Rainbow Foil,,
Tim Tawa,Base Rainbow,1.99,2.9039,0.9139,rjvec,2025 Topps Update Rainbow Foil #US287 Tim Tawa RC Arizona Diamondbacks,,
Hunter Bigge,Base Rainbow,2.09,3.0039,0.9139,mikeocardshop,2025 Topps Update Rainbow Foil Hunter Bigge RC Tampa Bay Rays #US231,,
Daniel Robert,Diamante,1.95,2.8639,0.9139,whitesoxfan8907,Daniel Robert Rangers Pink Diamante Foil Rookie 2025 Topps Update #US304,,
Kyle Hart,Gold 2025,2.85,3.7631,0.9131,dalrev-90,2025 Topps Update #US301 Kyle Hart Rookie RC /2025 Gold,,
Kyle Hart,Gold 2025,2.85,3.7631,0.9131,juliom_401,2025 Topps Update Series - Kyle Hart Gold /2025 (RC) Gold,,
Ryan Miller,Gold 2025,2.25,3.1614,0.9114,garygunner,2025 Topps Update Gold #US317 Ryan Miller Serial #0727/2025,,
Armando Alvarez,Diamante,2.09,3.0014,0.9114,cwerb17,2025 Topps Update DIAMANTE FOIL #US161 Armando Alvarez RC Minnesota Twins,,
Hayden Senger,Diamante,2.09,3.0014,0.9114,orioles98,2025 Topps Update PINK DIAMANTE Hayden Senger ROOKIE #US126 - New York Mets,,
Alex Vesia,Base Rainbow,2.0,2.9113,0.9113,turcscardsandmore,2025 Topps Update Series #US239 Alex Vesia Rainbow Foil,,
,Base Rainbow,2.29,3.2,0.91,hotrodsprimepullz,2025 Topps Update Rainbow Foil Martin Maldonado San Diego Padres #US76,,
Elvis Alvarado,Diamante,2.29,3.2,0.91,commonkingcards,2025 Topps Update #US61 Elvis Alvarado Diamante Foil,,
Anthony Banda,Diamante,3.0,3.9095,0.9095,finesteinburg,Anthony Banda 2025 Topps Update #US132 Diamante Foil,,
Blake Snell / Tyler Glasnow,Diamante,3.0,3.9095,0.9095,dadanddaughterscards,2025 Topps Update Blake Snell / Tyler Glasnow VC Diamante Foil #US119 Dodgers,,
Luis Guerrero,Base Rainbow,1.96,2.869,0.909,speakeasycardco,2025 Topps Update Series - Luis Guerrero #US36 (RC) Rainbow Foil,,
Matt Thaiss,Holiday Jackolantern,4.32,5.2287,0.9087,hoosierwhodey812,2025 Topps Update Holiday Jack O’Lantern Matt Thaiss SP #US48 - Tampa Bay Rays,,
Clay Holmes,Gold 2025,2.98,3.885,0.905,ajax_cards,2025 Topps Update Clay Holmes #US245 GOLD BORDER New York Mets /2025,,
Fernando Cruz,Holiday Jackolantern,6.95,7.8548,0.9048,tc999,"2025 Topps Update Series - Fernando Cruz, NY Yankees Jack-O'-Lantern Foil US163",,
Justin Verlander,1990,2.24,3.144,0.904,kel-843882,2025 Topps Update Series Justin Verlander #U90-10 35th Anniversary  Foil Insert,,
Tim Tawa,Base Rainbow,2.0,2.9039,0.9039,homeofthecards,2025 Topps Update #US287 Tim Tawa Rainbow Foil,,
Thomas Saggese,Diamante,2.1,3.0039,0.9039,desert_vikings,2025 Topps Update Thomas Saggese Rookie Debut #US21 Diamante Parallel Cardinals,,
Mickey Moniak,Base Rainbow,2.1,3.0039,0.9039,desert_vikings,2025 Topps Update Mickey Moniak #US246 Rainbow Foil Rockies,,
Fernando Tatis Jr.,Base Rainbow,2.0,2.9039,0.9039,nikond_54,2025 Topps Update Rainbow Foil #US217 Fernando Tatis Jr. Padres Fabulous First,,
Jose Herrera,Sandglitter,2.65,3.5533,0.9033,ninecollecting,2025 Topps Update Jose Herrera Sand Glitter Foil #US272,,
Logan Davidson,Base Rainbow,2.02,2.9222,0.9022,operationbnl_sportscards,Logan Davidson 2025 Topps Update #US213 Rainbow Foil Athletics,,
Mickey Moniak,Sandglitter,2.35,3.2515,0.9015,housedoor40,2025 Topps Update Series - Mickey Moniak #US246 Sandglitter,,
Jared Triolo,Diamante,2.1,3.0014,0.9014,desert_vikings,2025 Topps Update Jared Triolo #US54 Diamante Parallel Pirates,,
Cal Quantrill,Orange Black,2.18,3.0809,0.9009,tcrouch433,2025 Topps Update Series - Cal Quantrill #US191 Holiday Orange & Black Foil,,
Kade Strowd,Sandglitter,2.44,3.3402,0.9002,csdym-30,2025 Topps Update Series - Kade Strowd #US146 Pink Sandglitter Foil (RC),,
Tim Elko,Purple Rainbow,5.14,6.0399,0.8999,armint4,2025 Topps Update Tim Elko Rookie Purple Foil 226/250,,
Orlando Ribalta,Base Rainbow,1.97,2.869,0.899,pinandcardpalace,2025 Topps Update #US203 Orlando Ribalta Rainbow Foil,,
José Fermin,Base Rainbow,2.21,3.1076,0.8976,ericscardsii,Jose Fermin 2025 Topps Update Rainbow Foil Los Angeles Angels #US338,,
Raymond Burgos,Purple Rainbow,3.69,4.5876,0.8976,ericscardsii,Raymond Burgos 2025 Topps Update Purple Foil /250 San Francisco Giants #US115,,
Omar Cruz,Gold 2025,2.99,3.8875,0.8975,thecord44,2025 Topps Update Series - Omar Cruz #US90 Gold /2025 (RC),,
Raymond Burgos,Gold 2025,2.99,3.8875,0.8975,thereklinercardsandbreaks,2025 Topps Update Raymond Burgos Gold Paper /2025 Rookie Card #US115 SP Giants,,
Gabriel Arias,Gold 2025,2.99,3.8875,0.8975,tomscards14,2025 Topps Update #US206 Gabriel Arias Gold #/2025,,
Liam Hicks,Base Rainbow,2.02,2.9174,0.8974,operationbnl_sportscards,Liam Hicks 2025 Topps Update #US52 Rainbow Foil Miami Marlins,,
Manuel Margot,Sandglitter,2.71,3.6074,0.8974,mostarcollectibles,2025 Topps Update Baseball - Manuel Margot #US42 (Sandglitter Foil),,
Kyren Paris,Sandglitter,2.71,3.6074,0.8974,mostarcollectibles,2025 Topps Update Baseball - Kyren Paris #US15 (Sandglitter Foil),,
Mike Tauchman,Sandglitter,2.21,3.1065,0.8965,ericscardsii,Mike Tauchman 2025 Topps Update Sand Glitter Chicago White Sox #US43,,
Davis Martin,Sandglitter,2.71,3.6061,0.8961,mostarcollectibles,2025 Topps Update Baseball - Davis Martin #US294 (Sandglitter Foil),,
Robert Hassell III,Base Rainbow,2.04,2.9361,0.8961,hobbypicks_4,2025 Topps Update U90-41 Robert Hassell III Rainbow Foil Washington Nationals RC,,
Jeffrey Springs,Base Rainbow,2.04,2.9353,0.8953,jflyte16,Jeffrey Springs - 2025 Topps Update Series #US283 Rainbow Foil - Athletics,,
Clay Holmes,Gold 2025,2.99,3.885,0.895,carpie33,2025 Topps Update #US245 Clay Holmes Gold #/2025 New York Mets (Q),,
Alejandro Osuna,Chrome,3.49,4.3845,0.8945,626_baseballcards,2025 Topps Update Series Chrome - Alejandro Osuna (RC) #USC174 RayWave Refractor,,
Jon Berti,Gold 2025,2.29,3.1841,0.8941,thishobbytakespatience,Jon Berti- 2025 Topps Update Series Card #US139 Gold /2025 Chicago Cubs ⚾️,,
Justin Verlander,1990,2.25,3.144,0.894,rams-1404,Justin Verlander #U90-10 2025 Topps Update 35th Anniversary HOLO FOIL,,
Ryan Johnson,Diamante,2.19,3.0839,0.8939,traneofthought,Ryan Johnson 2025 Topps Update #US121 Diamante Foil Rookie,,
Cole Henry,Diamante,2.19,3.0839,0.8939,traneofthought,Cole Henry 2025 Topps Update #US186 Diamante Foil Rookie,,
Marc Church,Gold 2025,3.5,4.3937,0.8937,obees_sportscards,2025 Topps Update Series - Marc Church #US227 Gold /2025 (RC),,
Cody Bellinger,Mvp,2.99,3.8831,0.8931,joeherb3,2025 Topps Update Series Cody Bellinger Most Valuable Player 2019 #MV-8 NL MVP,,
Bailey Horn,Sandglitter,2.63,3.5223,0.8923,jscardscollectibles,Bailey Horn [Sandglitter] #US162 [Rookie] 2025 Topps Update (RC),,
AJ Blubaugh,Chrome,3.41,4.3011,0.8911,redroqr,2025 Topps Update '90 Topps Silver Pack Chrome #U90C53 AJ Blubaugh Card NrMt,,
Matt Thaiss,Gold 2025,2.19,3.081,0.891,dkbbl8,2025 Topps Update #US48 Matt Thaiss Gold #/2025 Tampa Bay Rays,,
Thairo Estrada,Sandglitter,2.19,3.0809,0.8909,greg-9671,2025 Topps Update Thairo Estrada Sandglitter US339,,
Camilo Doval,Chrome,2.19,3.0809,0.8909,626_baseballcards,2025 Topps Update Series Chrome - Camilo Doval #USC152,,
Victor Caratini,Chrome,2.19,3.0809,0.8909,626_baseballcards,2025 Topps Update Series Chrome - Victor Caratini #USC57,,
Carlos Duran,Chrome,2.19,3.0809,0.8909,626_baseballcards,2025 Topps Update Series Chrome - Carlos Duran (RC) #USC84,,
Matthew Liberatore,Gold 2025,2.83,3.7208,0.8908,rkchasingvb,2025 Topps Update #US185 Matthew Liberatore Gold #/2025,,
Tylor Megill,Gold 2025,2.83,3.7208,0.8908,rkchasingvb,2025 Topps Update #US271 Tylor Megill Gold #/2025,,
Elvis Alvarado,Base Rainbow,2.31,3.2,0.89,themagentatrade,2025 Topps Update Series - Elvis Alvarado #US61 Rainbow Foil (RC),,
,Base Rainbow,2.31,3.2,0.89,2ndtonone78,2025 Topps Update US289 RAFAEL MARCHAN Rainbow Foil BUY ANY 2 GET 1 FREE,,
Devin Williams,Diamante,2.31,3.2,0.89,trulyhonesttraders,Devin Williams 2025 Topps Update Diamante Foil #US178 New York Yankees,,
Alexander Canario,Diamante,2.31,3.2,0.89,trulyhonesttraders,2025 Topps Update #US204 Alexander Canario Diamante Foil,,
Carlos Santana,Diamante,2.31,3.2,0.89,trulyhonesttraders,2025 Topps Update #US148 Carlos Santana Diamante Foil,,
Cal Quantrill,Diamante,1.98,2.869,0.889,tandlshops,2025 Topps Update #US191 Cal Quantrill Diamante Foil,,
Carlos Duran,Diamante,1.98,2.869,0.889,tandlshops,2025 Topps Update #US104 Carlos Duran Diamante Foil,,
Colton Gordon,Diamante,1.98,2.869,0.889,tandlshops,2025 Topps Update #US157 Colton Gordon Diamante Foil,,
Carlos Duran,Diamante,1.98,2.869,0.889,tandlshops,2025 Topps Update #US104 Carlos Duran Diamante Foil,,
Orlando Ribalta,Diamante,1.98,2.869,0.889,tandlshops,2025 Topps Update #US203 Orlando Ribalta Diamante Foil,,
Martín Maldonado,Holiday Jackolantern,4.95,5.8389,0.8889,bluelinecardsnc,2025 Topps Update Halloween Jack-o-Lantern Martín Maldonado #US76 SD Padres,,
Max Lazar,Sandglitter,2.71,3.5986,0.8886,mostarcollectibles,2025 Topps Update Baseball - Max Lazar Rookie #US194 (Sandglitter Foil),,
Miles Mastrobuoni,Sandglitter,2.48,3.3684,0.8884,col_65924,2025 Topps Update Series - Miles Mastrobuoni #US313 Sandglitter,,
Tommy Pham,Chrome,2.29,3.1778,0.8878,626_baseballcards,2025 Topps Update Series Chrome - Tommy Pham #USC45,,
Robert Hassell III,1990,1.85,2.7373,0.8873,golfshibby3,2025 Topps Update Robert Hassell III RC 35th Anniversary Foil Mint #U90-41 '90,,
Santiago Espinal,Base Rainbow,2.32,3.2065,0.8865,greg-9671,2025 Topps Update #US150 - Santiago Espinal - Rainbow Foil Parallel -Cincinnati,,
Drew Avans,Purple Rainbow,5.17,6.0563,0.8863,ericscardsii,Drew Avans 2025 Topps Update Purple Rainbow Foil /250 #US92 Milwaukee Brewers RC,,
Eli White,Purple Rainbow,5.14,6.0252,0.8852,bob1981,2025 TOPPS UPDATE PURPLE  FOIL 172/250  ELI WHITE RC #189 ATLANTA BRAVES,,
Clay Holmes,Gold 2025,3.0,3.885,0.885,jimmiepeyton4818,Clay Holmes 2025 Topps Update Gold Border 1917/2025 Card #US245,,
