player_name_key,player_name_display,set_count,total_cards,2024_bowman,2024_bowman_chrome,2024_bowman_draft,2024_topps_chrome,2024_topps_chrome_update,2024_topps_series1,2024_topps_series2,2024_topps_update,2025_bowman,2025_bowman_chrome,2025_bowman_draft,2025_topps_chrome,2025_topps_chrome_update,2025_topps_series1,2025_topps_series2,2025_topps_update,2026_topps_heritage,2026_topps_series1
davis wendzel,Davis Wendzel,2,4,,,,,2,,,2,,,,,,,,,,
dawel joseph,Dawel Joseph,3,7,,3,2,,,,,,2,,,,,,,,,
dax kilby,Dax Kilby,1,6,,,,,,,,,,,6,,,,,,,
daylen lile,Daylen Lile,3,5,,,,,,,,,,,,,3,,,1,1,
daysbel hernandez,Daysbel Hernandez,1,1,,,,,1,,,,,,,,,,,,,
daysbel hernández,Daysbel Hernández,1,1,,,,,1,,,,,,,,,,,,,
dean curley,Dean Curley,1,4,,,,,,,,,,,4,,,,,,,
dean kremer,Dean Kremer,3,3,,,,,,1,,,,,,,,,1,,,1
dean livingston,Dean Livingston,1,3,,,,,,,,,,,3,,,,,,,
dean moss,Dean Moss,1,3,,,,,,,,,,,3,,,,,,,
declan cronin,Declan Cronin,2,2,,,,1,1,,,,,,,,,,,,,
dedniel núñez,Dedniel Núñez,1,1,,,,,1,,,,,,,,,,,,,
dedniel núñez rc,Dedniel Núñez RC,1,1,,,,,,,,1,,,,,,,,,,
degrom,deGrom,1,1,,,,,,,,,,,,,,,,1,,
deivid coronil,Deivid Coronil,1,1,,,,,,,,,,1,,,,,,,,
dennis eckersley,Dennis Eckersley,6,10,,,,,,1,4,,,,,,,,2,1,1,1
denzel clarke,Denzel Clarke,3,6,,,,,,,,,,,,,1,,,4,1,
denzer guzman,Denzer Guzman,1,1,,,,,,,,,,,,,,,,,1,
derek bernard,Derek Bernard,1,2,,2,,,,,,,,,,,,,,,,
derek hill,Derek Hill,1,1,,,,,,,,,,,,,,,,1,,
derek jeter,Derek Jeter,14,60,,,,1,1,8,10,7,1,1,,4,1,3,10,4,1,8
derniche valdez,Derniche Valdez,2,4,2,,2,,,,,,,,,,,,,,,
derrek lee,Derrek Lee,3,5,,,,,,,1,1,,,,,,,,3,,
detroit tigers,Detroit Tigers,3,5,,,,,,1,,,,3,,,,,,,,1
devin fitz-gerald,Devin Fitz-Gerald,1,2,,,,,,,,,,2,,,,,,,,
devin sweet,Devin Sweet,1,2,,,,,2,,,,,,,,,,,,,
devin taylor,Devin Taylor,1,4,,,,,,,,,,,4,,,,,,,
devin williams,Devin Williams,7,10,,,,1,,2,,,,,,1,2,,1,2,,1
devon white,Devon White,1,1,,,,,,,1,,,,,,,,,,,
deyvison de los santos,Deyvison De Los Santos,1,2,,,2,,,,,,,,,,,,,,,
dick allen,Dick Allen,1,1,,,,,,,,,,,,1,,,,,,
didier fuentes,Didier Fuentes,3,10,,,,,,,,,3,,,,,,,,2,5
diego benitez,Diego Benitez,1,3,3,,,,,,,,,,,,,,,,,
diego cartaya,Diego Cartaya,1,2,2,,,,,,,,,,,,,,,,,
diego tornes,Diego Tornes,1,3,,,,,,,,,,3,,,,,,,,
dillon dingler,Dillon Dingler,7,12,,,,,,,,,,1,,2,3,,2,2,1,1
dillon head,Dillon Head,1,3,3,,,,,,,,,,,,,,,,,
dinelson lamet,Dinelson Lamet,1,1,,,,,,,,1,,,,,,,,,,
dizzy dean,Dizzy Dean,2,2,,,,,,1,1,,,,,,,,,,,
dj herz,DJ Herz,3,5,,,,,,,,,,,,2,2,,1,,,
dj layton,DJ Layton,1,2,,,,,,,,,,2,,,,,,,,
dj lemahieu,DJ LeMahieu,2,2,,,,,,,1,,,,,,,,1,,,
dj stewart,DJ Stewart,1,1,,,,,,,1,,,,,,,,,,,
djean macares,Djean Macares,1,2,,,,,,,,,,2,,,,,,,,
dl hall,DL Hall,1,1,,,,,,,,1,,,,,,,,,,
dollander,Dollander,1,1,,,,,,,,,,,,,,,,1,,
dominic canzone,Dominic Canzone,7,10,,1,,2,1,2,2,,,,,,,,,1,,1
dominic fletcher,Dominic Fletcher,2,2,,,,,,,1,,,,,,,,1,,,
dominic fritton,Dominic Fritton,1,2,,,,,,,,,,,2,,,,,,,
dominic pitelli,Dominic Pitelli,1,1,,1,,,,,,,,,,,,,,,,
dominic smith,Dominic Smith,1,1,,,,,,,,,,,,,,,,,1,
dominick reid,Dominick Reid,1,2,,,,,,,,,,,2,,,,,,,
domínguez,Domínguez,2,2,,,,,,,,,,,,1,,,1,,,
don drysdale,Don Drysdale,1,1,,,,,,,1,,,,,,,,,,,
don larsen,Don Larsen,1,1,,,,,,,,1,,,,,,,,,,
don mattingly,Don Mattingly,9,25,,,,,,4,4,3,,,,1,1,2,1,5,,4
donald duck,Donald Duck,1,10,,,,,,,,,,,,,10,,,,,
donovan solano,Donovan Solano,1,1,,,,,,,,,,,,,,,,1,,
dontrelle willis,Dontrelle Willis,4,4,,,,,,1,1,,,,,,,,1,,,1
doug nikhazy,Doug Nikhazy,2,4,,,,,,,,,,,,,3,,,1,,
doug rader,Doug Rader,1,1,,,,,,,,,,,,,,,,,1,
douglas glod,Douglas Glod,1,3,3,,,,,,,,,,,,,,,,,
drake baldwin,Drake Baldwin,6,30,,,,,,,,,1,3,,1,9,,,12,4,
drew avans,Drew Avans,2,3,,,,,,,,,,,,,2,,,1,,
drew beam,Drew Beam,1,3,,,3,,,,,,,,,,,,,,,
drew gilbert,Drew Gilbert,5,7,1,1,,,,,,,1,,,,,,,,2,2
drew millas,Drew Millas,4,5,,,,2,1,,1,1,,,,,,,,,,
drew rasmussen,Drew Rasmussen,2,3,,,,,,,,,,,,,,,,1,,2
drew rom,Drew Rom,4,6,,,,1,2,,2,1,,,,,,,,,,
drew romo,Drew Romo,5,9,1,,,,,,,,2,,,2,2,,,2,,
drew smyly,Drew Smyly,1,1,,,,,,,1,,,,,,,,,,,
drew thorpe,Drew Thorpe,7,15,1,,,,,,,,3,,,3,2,2,3,1,,
drew waters,Drew Waters,2,2,,,,,,,1,,,,,,,,1,,,
druw jones,Druw Jones,3,23,14,5,,,,,,,4,,,,,,,,,
dugan darnell,Dugan Darnell,1,1,,,,,,,,,,,,,,,,,1,
duke ellis,Duke Ellis,3,3,,,,,,,,,,,,1,1,,1,,,
duke snider,Duke Snider,3,3,,,,,,1,1,,,,,,,,1,,,
duran,Duran,2,2,,,,,,,,,,,,,,,1,1,,
dustin harris,Dustin Harris,4,10,,,,,,,,,,,,3,2,,3,2,,
dustin may,Dustin May,4,4,,,,,,1,1,,,,,,1,,,1,,
dustin pedroia,Dustin Pedroia,6,11,,,,3,,2,3,1,,,,,1,,1,,,
dusty baker,Dusty Baker,1,1,,,,,,,,,,,,,,,1,,,
dwight gooden,Dwight Gooden,2,4,,,,,,,3,,,,,,,,1,,,
dylan beavers,Dylan Beavers,2,3,,,,,,,,,,,,,,,,,1,2
dylan carlson,Dylan Carlson,3,3,,,,,,1,1,,,,,,,,,1,,
dylan cease,Dylan Cease,9,15,,,,1,1,1,,1,,,,1,,,6,1,2,1
dylan crews,Dylan Crews,12,122,16,9,5,,,,,,12,7,,18,7,7,15,20,2,4
dylan dreiling,Dylan Dreiling,1,4,,,4,,,,,,,,,,,,,,,
dylan fien,Dylan Fien,1,3,,,,,,,,,3,,,,,,,,,
dylan lee,Dylan Lee,2,2,,,,,1,,,1,,,,,,,,,,
dylan lesko,Dylan Lesko,1,1,1,,,,,,,,,,,,,,,,,
dylan moore,Dylan Moore,1,1,,,,,,,1,,,,,,,,,,,
dylan smith,Dylan Smith,2,3,,,,,,,,,,,,,,,,,1,2
easton carmichael,Easton Carmichael,1,3,,,,,,,,,,,3,,,,,,,
easton lucas,Easton Lucas,2,2,,,,1,1,,,,,,,,,,,,,
easton lucas rc,Easton Lucas RC,1,1,,,,,,,,1,,,,,,,,,,
echedry vargas,Echedry Vargas,2,4,,2,2,,,,,,,,,,,,,,,
eddie mathews,Eddie Mathews,2,2,,,,,,1,1,,,,,,,,,,,
eddie murray,Eddie Murray,8,19,,,,1,,3,4,1,,,,1,,,2,3,,4
eddie rosario,Eddie Rosario,2,2,,,,,1,,,1,,,,,,,,,,
eddie rynders,Eddie Rynders,1,3,,,3,,,,,,,,,,,,,,,
eddinson paulino,Eddinson Paulino,1,1,1,,,,,,,,,,,,,,,,,
edgar martinez,Edgar Martinez,6,11,,,,1,,1,2,3,,,,,,,2,,,2
edgar martínez,Edgar Martínez,1,1,,,,,,,,,,,,,1,,,,,
edgar navarro,Edgar Navarro,2,2,,,,1,1,,,,,,,,,,,,,
edgar navarro rc,Edgar Navarro RC,1,1,,,,,,,,1,,,,,,,,,,
edgar quero,Edgar Quero,6,19,1,,,,,,,,1,1,,,7,,,7,2,
edgardo henriquez,Edgardo Henriquez,4,7,,,,,,,,,,,,2,1,,3,1,,
edgleen perez,Edgleen Perez,1,3,,,,,,,,,3,,,,,,,,,
edmundo sosa,Edmundo Sosa,3,3,,,,,,,1,,,,,,,,1,,,1
edouard julien,Edouard Julien,4,4,,,,1,,1,1,,,,,,,,1,,,
eduardo beltre,Eduardo Beltre,1,2,,2,,,,,,,,,,,,,,,,
eduardo herrera,Eduardo Herrera,2,4,,2,2,,,,,,,,,,,,,,,
eduardo quintero,Eduardo Quintero,2,9,,,,,,,,,5,,4,,,,,,,
eduardo rodriguez,Eduardo Rodriguez,6,6,,,,1,1,1,,1,,,,,,,1,,1,
eduardo tait,Eduardo Tait,2,4,,2,,,,,,,,,2,,,,,,,
eduarniel núñez,Eduarniel Núñez,1,1,,,,,,,,,,,,,,,,,1,
edward cabrera,Edward Cabrera,4,4,,,,,,,1,,,,,,,,1,,1,1
edward lantigua,Edward Lantigua,1,2,,2,,,,,,,,,,,,,,,,
edward olivares,Edward Olivares,1,1,,,,,,,1,,,,,,,,,,,
edwin arroyo,Edwin Arroyo,1,1,1,,,,,,,,,,,,,,,,,
edwin díaz,Edwin Díaz,5,5,,,,,,1,,,,,,,1,,,1,1,1
eguy rosario,Eguy Rosario,2,2,,,,,,,1,,,,,,,,1,,,
eitan levine,Eitan Levine,1,2,,,,,,,,,,,,,,,,2,,
elehuris montero,Elehuris Montero,1,2,,,,,,2,,,,,,,,,,,,
eli serrano,Eli Serrano,1,3,,,3,,,,,,,,,,,,,,,
eli villalobos,Eli Villalobos,1,1,,,,,1,,,,,,,,,,,,,
eli villalobos rc,Eli Villalobos RC,1,1,,,,,,,,1,,,,,,,,,,
eli white,Eli White,1,1,,,,,,,,,,,,,,,,1,,
eli willits,Eli Willits,1,18,,,,,,,,,,,18,,,,,,,
elian de la cruz,Elian De La Cruz,1,2,,,,,,,,,,2,,,,,,,,
elian peña,Elian Peña,2,10,,,,,,,,,,6,4,,,,,,,
elias díaz,Elias Díaz,5,6,,,,1,,2,1,,,,,,,,1,,,1
elias medina,Elias Medina,1,2,,2,,,,,,,,,,,,,,,,
elijah green,Elijah Green,2,5,4,,1,,,,,,,,,,,,,,,
elly de la cruz,Elly De La Cruz,16,194,9,12,,14,15,24,17,28,3,5,,9,6,9,13,17,3,10
elorky rodriguez,Elorky Rodriguez,1,2,,,,,,,,,,2,,,,,,,,
eloy jiménez,Eloy Jiménez,5,8,,,,1,1,1,2,3,,,,,,,,,,
elvin garcia,Elvin Garcia,2,3,,,,,,,,,2,1,,,,,,,,
elvis alvarado,Elvis Alvarado,3,4,,,,,,,,,,,,,2,,,1,1,
elvis andrus,Elvis Andrus,1,1,,,,,,,1,,,,,,,,,,,
elvis peguero,Elvis Peguero,2,2,,,,,1,,,1,,,,,,,,,,
emerson hancock,Emerson Hancock,4,10,,,,3,2,3,2,,,,,,,,,,,
emil morales,Emil Morales,4,10,,2,4,,,,,,3,1,,,,,,,,
emiliano teodo,Emiliano Teodo,1,2,,2,,,,,,,,,,,,,,,,
emilio sanchez,Emilio Sanchez,1,2,,2,,,,,,,,,,,,,,,,
emmanuel clase,Emmanuel Clase,7,9,,,,1,1,1,,3,1,,,1,,1,,,,
emmanuel ramirez,Emmanuel Ramirez,1,1,,,,,1,,,,,,,,,,,,,
emmanuel ramirez rc,Emmanuel Ramirez RC,1,1,,,,,,,,1,,,,,,,,,,
emmanuel rivera,Emmanuel Rivera,3,3,,,,,1,,1,1,,,,,,,,,,
emmanuel rodriguez,Emmanuel Rodriguez,2,2,1,,,,,,,,1,,,,,,,,,
emmet sheehan,Emmet Sheehan,7,16,,1,,2,3,4,,4,,,,,,,,,1,1
emmett olson,Emmett Olson,1,1,1,,,,,,,,,,,,,,,,,
endy rodríguez,Endy Rodríguez,7,15,1,1,,4,2,4,2,,,,,,,,1,,,
engelth urena,Engelth Urena,1,3,,,,,,,,,3,,,,,,,,,
enmanuel bonilla,Enmanuel Bonilla,1,2,2,,,,,,,,,,,,,,,,,
enmanuel de jesus,Enmanuel De Jesus,1,1,,,,,1,,,,,,,,,,,,,
enmanuel tejeda,Enmanuel Tejeda,1,3,3,,,,,,,,,,,,,,,,,
enmanuel valdez,Enmanuel Valdez,1,1,,,,,,1,,,,,,,,,,,,
enrique bradfield jr.,Enrique Bradfield Jr.,4,10,5,1,2,,,,,,,,2,,,,,,,
enrique hernandez,Enrique Hernandez,1,1,,,,,,,1,,,,,,,,,,,
enrique hernández,Enrique Hernández,1,1,,,,,,,,,,,,,,,,1,,
enrique jimenez,Enrique Jimenez,2,3,2,1,,,,,,,,,,,,,,,,
enry torres,Enry Torres,1,2,,,,,,,,,,2,,,,,,,,
eric chavez,Eric Chavez,1,1,,,,,,,,,,,,,,,1,,,
eric davis,Eric Davis,4,6,,,,,,,3,,,,,,,,1,1,,1
eric gagne,Eric Gagne,4,4,,,,,,,1,1,,,,,,,1,,,1
eric haase,Eric Haase,1,1,,,,,,,,,,,,,,,,1,,
eric lauer,Eric Lauer,1,1,,,,,,,,,,,,,,,,,,1
eric orze,Eric Orze,3,3,,,,,,,,,,,,1,1,,,1,,
eric wagaman,Eric Wagaman,3,7,,,,,,,,,,,,1,4,,,2,,
eric yang,Eric Yang,3,3,,,,,,,,,,,,1,1,,,1,,
erick bautista,Erick Bautista,1,1,1,,,,,,,,,,,,,,,,,
erick fedde,Erick Fedde,3,3,,,,,1,,1,,,,,,1,,,,,
erick torres,Erick Torres,1,1,1,,,,,,,,,,,,,,,,,
eriel dihigo,Eriel Dihigo,1,2,,2,,,,,,,,,,,,,,,,
erik miller,Erik Miller,1,1,,,,,1,,,,,,,,,,,,,
erik miller rc,Erik Miller RC,1,1,,,,,,,,1,,,,,,,,,,
erik sabrowski,Erik Sabrowski,3,3,,,,,,,,,,,,1,1,,,1,,
erik swanson,Erik Swanson,1,1,,,,,,,,1,,,,,,,,,,
eriq swan,Eriq Swan,1,1,1,,,,,,,,,,,,,,,,,
ernie banks,Ernie Banks,4,5,,,,,,1,,,,,,,,1,,2,,1
ernie clement,Ernie Clement,2,2,,,,,,,,1,,,,,,,,,1,
esmerlyn valdez,Esmerlyn Valdez,2,3,1,,,,,,,,,,2,,,,,,,
esmil valencia,Esmil Valencia,1,3,3,,,,,,,,,,,,,,,,,
esmith pineda,Esmith Pineda,1,3,,,,,,,,,3,,,,,,,,,
esteban gonzalez,Esteban Gonzalez,1,3,,,,,,,,,3,,,,,,,,,
esteban mejia,Esteban Mejia,1,3,,,,,,,,,3,,,,,,,,,
esteury ruiz,Esteury Ruiz,4,4,,,,1,,1,1,,,,,,,,1,,,
estevan florial,Estevan Florial,1,1,,,,,,,1,,,,,,,,,,,
estuar suero,Estuar Suero,1,3,3,,,,,,,,,,,,,,,,,
ethan anderson,Ethan Anderson,1,2,,,2,,,,,,,,,,,,,,,
ethan bagwell,Ethan Bagwell,1,2,,,2,,,,,,,,,,,,,,,
ethan conrad,Ethan Conrad,1,3,,,,,,,,,,,3,,,,,,,
ethan frey,Ethan Frey,1,3,,,,,,,,,,,3,,,,,,,
ethan hedges,Ethan Hedges,1,3,,,,,,,,,,,3,,,,,,,
ethan pecko,Ethan Pecko,1,1,,,,,,,,,,1,,,,,,,,
ethan petry,Ethan Petry,1,4,,,,,,,,,,,4,,,,,,,
ethan salas,Ethan Salas,5,31,14,12,3,,,,,,1,1,,,,,,,,
ethan schiefelbein,Ethan Schiefelbein,1,3,,,3,,,,,,,,,,,,,,,
eugenio suárez,Eugenio Suárez,8,11,,,,,1,1,,1,,,,1,2,,,3,1,1
eury pérez,Eury Pérez,9,17,,,,3,,2,3,1,1,,,,,,1,2,3,1
evan carter,Evan Carter,12,83,8,10,,13,10,5,12,18,1,,,1,,,2,,1,2
evan justice,Evan Justice,2,2,,,,1,1,,,,,,,,,,,,,
evan justice rc,Evan Justice RC,1,1,,,,,,,,1,,,,,,,,,,
evan kravetz,Evan Kravetz,3,3,,,,,,,,,,,,1,1,,,1,,
evan longoria,Evan Longoria,6,8,,,,,,2,1,1,,,,,1,,2,1,,
evan phillips,Evan Phillips,4,4,,,,,,1,1,,,,,,,,1,1,,
evan sisk,Evan Sisk,2,3,,,,,,,,,,,,,2,,,1,,
everson pereira,Everson Pereira,6,16,3,2,,2,3,2,4,,,,,,,,,,,
ezequiel duran,Ezequiel Duran,2,2,,,,,,,1,,,,,,,,1,,,
ezequiel tovar,Ezequiel Tovar,13,26,,,,2,2,1,2,1,1,1,,1,1,,5,4,3,2
fabian lopez,Fabian Lopez,1,3,,,,,,,,,3,,,,,,,,,
felix bautista,Felix Bautista,1,1,,,,,,,,,,,,,,,1,,,
felix hernandez,Felix Hernandez,1,1,,,,,,,,,,,,1,,,,,,
felix morrobel,Felix Morrobel,1,3,3,,,,,,,,,,,,,,,,,
felix taveras,Felix Taveras,1,1,,1,,,,,,,,,,,,,,,,
felnin celesten,Felnin Celesten,5,18,7,4,4,,,,,,1,,2,,,,,,,
fenwick trimble,Fenwick Trimble,1,3,,,3,,,,,,,,,,,,,,,
fergie jenkins,Fergie Jenkins,4,5,,,,,,,,,,,,1,,,2,,1,1
fernando cruz,Fernando Cruz,6,14,,6,3,,1,,,1,2,,,,,,,1,,
fernando tatis jr.,Fernando Tatis Jr.,16,156,1,2,,4,12,20,15,14,2,4,,6,8,9,20,17,7,15
fernando valenzuela,Fernando Valenzuela,3,7,,,,2,,,,,,,,,,,1,4,,
filippo di turi,Filippo Di Turi,1,2,2,,,,,,,,,,,,,,,,,
filippo di turri,Filippo Di Turri,1,1,1,,,,,,,,,,,,,,,,,
flagship autograph patch,FLAGSHIP AUTOGRAPH PATCH,1,1,,,,,,,,,,,,,,,,1,,
forrest wall,Forrest Wall,4,5,,,,2,1,,1,1,,,,,,,,,,
forrest whitley,Forrest Whitley,2,4,,,,,2,,,2,,,,,,,,,,
framber valdez,Framber Valdez,2,3,,,,,,2,,,,,,,,,1,,,
francisco alvarez,Francisco Alvarez,11,23,1,2,,4,2,1,1,1,,,,1,,,8,1,,1
francisco lindor,Francisco Lindor,16,111,1,1,,3,3,5,12,3,1,2,,12,6,8,17,19,5,13
francisco vilorio,Francisco Vilorio,2,7,,4,3,,,,,,,,,,,,,,,
frank thomas,Frank Thomas,10,38,,,,1,1,7,5,,,,,2,1,3,9,2,,7
frank white,Frank White,1,1,,,,,,,,,,,,,,,,,1,
frankie montas,Frankie Montas,3,3,,,,,1,,,1,,,,,,,1,,,
franklin arias,Franklin Arias,3,11,,,,,,,,,4,2,5,,,,,,,
franyerber montilla,Franyerber Montilla,1,3,,,,,,,,,3,,,,,,,,,
fraser ellard,Fraser Ellard,3,3,,,,,,,,,,,,1,1,,,1,,
fraymi de leon,Fraymi De Leon,1,1,,1,,,,,,,,,,,,,,,,
fred lynn,Fred Lynn,1,5,,,,,,,,,,,,,,,,,5,
fred mcgriff,Fred McGriff,7,16,,,,1,,,4,2,,,,2,,,3,3,,1
freddie freeman,Freddie Freeman,16,108,1,2,,3,4,20,15,10,1,1,,6,4,1,19,11,2,8
freddy fermin,Freddy Fermin,1,1,,,,,,,,1,,,,,,,,,,
freddy peralta,Freddy Peralta,9,23,,,,,,4,2,4,,,,1,1,,3,4,2,2
félix bautista,Félix Bautista,2,4,,,,,,3,,,,,,,,,,,,1
félix hernández,Félix Hernández,2,4,,,,,,,,2,,,,,,,,2,,
gabe davis,Gabe Davis,1,2,,,,,,,,,,,2,,,,,,,
gabriel arias,Gabriel Arias,2,2,,,,,,,1,,,,,,,,,1,,
gabriel davalillo,Gabriel Davalillo,1,2,,,,,,,,,,2,,,,,,,,
gabriel gonzalez,Gabriel Gonzalez,1,4,4,,,,,,,,,,,,,,,,,
gabriel lara,Gabriel Lara,1,1,,1,,,,,,,,,,,,,,,,
gabriel moreno,Gabriel Moreno,8,22,,,,5,1,5,6,1,,,,,,,2,,1,1
gabriel rincones jr.,Gabriel Rincones Jr.,1,1,,1,,,,,,,,,,,,,,,,
gage miller,Gage Miller,1,4,,,4,,,,,,,,,,,,,,,
gage wood,Gage Wood,1,3,,,,,,,,,,,3,,,,,,,
gage workman,Gage Workman,2,3,,,,,,,,,,,,,2,,,1,,
gage ziehl,Gage Ziehl,1,3,,,3,,,,,,,,,,,,,,,
garcia,Garcia,1,1,,,,,,,,,,,,1,,,,,,
garret anderson,Garret Anderson,1,2,,,,,,,2,,,,,,,,,,,
garret forrester,Garret Forrester,1,3,3,,,,,,,,,,,,,,,,,
garrett baumann,Garrett Baumann,1,1,1,,,,,,,,,,,,,,,,,
garrett crochet,Garrett Crochet,8,27,,,,,2,,,3,,,,1,4,,2,6,5,4
garrett horn,Garrett Horn,1,1,,,,,,,,,1,,,,,,,,,
garrett mcdaniels,Garrett McDaniels,2,4,,,,,,,,,,,,,3,,,1,,
garrett mitchell,Garrett Mitchell,4,9,,,,,,2,3,,,,,1,,,3,,,
garrett stubbs,Garrett Stubbs,1,1,,,,,,,1,,,,,,,,,,,
garrett whitlock,Garrett Whitlock,2,2,,,,,,,1,,,,,,,,1,,,
gary carter,Gary Carter,1,1,,,,,,,1,,,,,,,,,,,
gary gill hill,Gary Gill Hill,1,4,,,,,,,,,4,,,,,,,,,
gary sheffield,Gary Sheffield,4,6,,,,,,,,,,,,2,,,2,1,,1
gary sánchez,Gary Sánchez,2,2,,,,,,,,1,,,,,,,1,,,
gary wheelock,Gary Wheelock,1,1,,,,,,,,,,,,,,,,,1,
gavin dugas,Gavin Dugas,1,1,,1,,,,,,,,,,,,,,,,
gavin fien,Gavin Fien,1,11,,,,,,,,,,,11,,,,,,,
gavin kilen,Gavin Kilen,1,12,,,,,,,,,,,12,,,,,,,
gavin lux,Gavin Lux,5,6,,,,,,,1,,,,,2,1,,1,,1,
gavin sheets,Gavin Sheets,6,7,,,,,,,1,,,,,1,,,2,1,1,1
gavin stone,Gavin Stone,3,3,,,,,1,,,1,,,,,,,1,,,
gavin turley,Gavin Turley,1,2,,,,,,,,,,,2,,,,,,,
gavin williams,Gavin Williams,9,25,1,1,,3,4,5,3,6,,,,,,,1,,,1
gaylord perry,Gaylord Perry,1,1,,,,,,,,,,,,,,,,1,,
"george ""high pockets"" kelly","George ""High Pockets"" Kelly",1,1,,,,,,,1,,,,,,,,,,,
george brett,George Brett,13,45,,,,4,1,6,4,3,1,,,3,1,3,6,1,10,2
george foster,George Foster,2,5,,,,,,,,,,,,,,,1,,4,
george kell,George Kell,2,2,,,,,,1,1,,,,,,,,,,,
george kirby,George Kirby,7,15,,,,,,5,3,2,,,,1,,,2,1,,1
george klassen,George Klassen,1,4,,,,,,,,,4,,,,,,,,,
george lombard jr,George Lombard Jr,1,1,,1,,,,,,,,,,,,,,,,
george lombard jr.,George Lombard Jr.,5,28,13,2,3,,,,,,,3,7,,,,,,,
george springer,George Springer,10,45,,,,2,1,9,3,2,,,,1,,,14,3,2,8
george valera,George Valera,2,3,,,,,,,,,,,,,,,,,2,1
george wolkow,George Wolkow,1,3,3,,,,,,,,,,,,,,,,,
geraldo perdomo,Geraldo Perdomo,4,9,,,,1,,6,,,,,,,,,,,1,1
german ramirez,German Ramirez,1,3,3,,,,,,,,,,,,,,,,,
germán márquez,Germán Márquez,1,1,,,,,,,1,,,,,,,,,,,
gerrit cole,Gerrit Cole,13,55,1,2,,7,1,14,7,1,,,,5,1,2,11,2,,1
gerson garabito,Gerson Garabito,3,3,,,,,,,,,,,,1,1,,,1,,
giancarlo stanton,Giancarlo Stanton,9,13,,,,2,1,2,1,,,,,2,,,1,1,2,1
gibson,Gibson,1,1,,,,,,,,,,,,1,,,,,,
gil hodges,Gil Hodges,1,1,,,,,,1,,,,,,,,,,,,
gino groover,Gino Groover,1,1,1,,,,,,,,,,,,,,,,,
gio urshela,Gio Urshela,5,5,,,,,1,,1,1,,,,,1,,,1,,
giovanny gallegos,Giovanny Gallegos,1,1,,,,,,,,1,,,,,,,,,,
glenn abbott,Glenn Abbott,1,1,,,,,,,,,,,,,,,,,1,
gleyber torres,Gleyber Torres,9,13,,,,1,,3,2,,,,,1,1,,1,2,1,1
goofy,Goofy,1,10,,,,,,,,,,,,,10,,,,,
goose gossage,Goose Gossage,1,1,,,,,,,,,,,,,1,,,,,
gordon graceffo,Gordon Graceffo,5,7,,,,,,,,,,,,2,1,2,1,1,,
grae kessinger,Grae Kessinger,4,7,1,,,2,2,2,,,,,,,,,,,,
graham ashcraft,Graham Ashcraft,2,2,,,,,,,1,,,,,,,,1,,,
graham pauley,Graham Pauley,3,10,,,,,4,,,5,,,,,,,,1,,
grant hartwig,Grant Hartwig,4,5,,,,2,1,1,,1,,,,,,,,,,
grant holman,Grant Holman,3,3,,,,,,,,,,,,1,1,,1,,,
grant holmes,Grant Holmes,4,8,,,,,,,,,,,,2,3,,2,,,1
grant knipp,Grant Knipp,1,1,,,,,,,,,1,,,,,,,,,
grant koch,Grant Koch,3,3,,,,,,,,,,,,1,1,,,1,,
grant mccray,Grant McCray,4,10,,,,,,,,,,,,4,3,,2,1,,
grant richardson,Grant Richardson,1,2,,,,,,,,,,,2,,,,,,,
grant shepardson,Grant Shepardson,1,2,,,2,,,,,,,,,,,,,,,
grant taylor,Grant Taylor,2,6,,,,,,,,,,,,,,,,,2,4
grant wolfram,Grant Wolfram,2,3,,,,,,,,,,,,,2,,,1,,
grayson rodriguez,Grayson Rodriguez,4,7,,,,2,2,2,,,,,,,,,1,,,
greene,Greene,3,3,,,,,,,,,,,,,,,1,1,,1
greg jones,Greg Jones,3,5,,,,,,,,,,,,2,2,,1,,,
greg maddux,Greg Maddux,11,34,,,,1,1,5,4,7,,,,1,1,1,3,5,,5
gregory barrios,Gregory Barrios,1,3,,,,,,,,,3,,,,,,,,,
gregory santos,Gregory Santos,1,1,,,,,,1,,,,,,,,,,,,
greylin de la paz,Greylin De La Paz,1,2,,2,,,,,,,,,,,,,,,,
griff o'ferrall,Griff O'Ferrall,1,4,,,4,,,,,,,,,,,,,,,
griffey jr.,Griffey Jr.,1,1,,,,,,,,,,,,,,,1,,,
griffin burkholder,Griffin Burkholder,1,4,,,4,,,,,,,,,,,,,,,
griffin canning,Griffin Canning,2,2,,,,,,1,,,,,,,,,,1,,
griffin conine,Griffin Conine,3,6,,,,,,,,,,,,1,2,,3,,,
griffin herring,Griffin Herring,1,2,,,2,,,,,,,,,,,,,,,
griffin hugus,Griffin Hugus,1,3,,,,,,,,,,,3,,,,,,,
griffin jax,Griffin Jax,1,1,,,,,,,,1,,,,,,,,,,
guerrero jr.,Guerrero Jr.,2,2,,,,,,,,,,,,1,,,,,,1
guillermo williamson,Guillermo Williamson,1,1,,1,,,,,,,,,,,,,,,,
gunnar henderson,Gunnar Henderson,16,136,1,2,,7,9,6,16,23,1,6,,10,2,9,20,10,5,9
gunnar hoglund,Gunnar Hoglund,2,4,,,,,,,,,,,,,3,,,1,,
gustavo campero,Gustavo Campero,4,5,,,,,,,,,,,,2,1,,1,1,,
gustavo melendez,Gustavo Melendez,1,3,,,,,,,,,,,3,,,,,,,
